,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
669,669,669,669,669,669,238229696,17 30 33.122,-17 03 24.85,1,10.592,,6239-750-1,365-093972,17303312-1703248,STAR,gri,rpm,-6.6,2,-8.3,2,,,11.418,0.085,10.689,0.071,10.994,0.01,10.568,0.02,10.42,0.01,9.465,0.022,9.172,0.025,9.106,0.025,6185,294,110,4.008,0.27,0.27,-0.043,0.12,0.12,1.768,0.968,0.626,1.292,0.39,0.177,0.217,0.353,0.149,259.2,161.2,87.95,0.159,0.103,0.056,AAA-222-111-000-0-0,10.9,
670,670,670,670,670,670,238231340,17 28 58.266,-17 02 51.36,1,12.186,,,365-092702,17285827-1702512,STAR,gri,rpm,-35.6,7,36,12.9,,,14.44,0.02,13.056,0.11,13.741,0.03,12.534,0.07,11.519,0.01,10.904,0.032,10.273,0.035,10.124,0.039,3923,39,39,4.853,0.02,0.02,-0.075,0.05,0.05,0.432,0.009,0.009,0.487,0.01,0.01,6.03,0.362,0.362,67.49,2.025,2.025,0.039,0.001,0.001,AAA-222-111-ccc-0-0,5.3,
671,671,671,671,671,671,238232917,17 28 22.286,-17 02 19.42,1,12.829,,,365-092312,17282228-1702193,STAR,gri,rpm,-66.8,18,10.5,3.5,,,14.77,0.02,13.353,0.04,14.012,0.02,12.824,0.03,12.322,0.04,11.041,0.023,10.425,0.028,10.239,0.023,4200,689,202,4.723,0.15,2.25,-0.326,0.42,0.3,0.541,8.475,0.13,0.605,0.372,0.149,3.474,2.508,3.473,97.14,1662,26.12,0.06,0.569,0.029,AAA-222-111-000-0-0,6.5,
672,672,672,672,672,672,238233713,17 33 09.073,-17 02 03.63,1,16.179,,,365-096111,17330906-1702036,STAR,JHK,rpm,-35.1,3.4,-53.4,4.1,,,,,,,,,,,,,14.82,0.042,14.519,0.062,14.292,0.071,3818,2100,700,4.956,0.192,0.448,-0.493,0.5,1.2,0.274,0.527,0.13,0.3,0.423,0.181,11.49,17.04,9.936,267.1,846.2,136.3,0.155,0.27,0.09,AAA-222-111-00c-0-0,15.1,
673,673,673,673,673,673,238238992,17 30 31.140,-17 00 20.05,1,11.646,,6239-33-1,365-093945,17303114-1700202,STAR,BV,plx,-0.6,3.5,-0.1,3.9,,,12.905,0.365,11.836,0.206,,,,,,,9.378,0.022,8.819,0.024,8.633,0.025,4808,128,106,2.659,0.155,0.248,0.055,0.12,0.42,10.328,1.421,1.481,1.97,0.466,0.931,0.002,0.001,7.62E-04,859.9,215.1,215.1,0.404,0.147,0.105,AAA-222-111-000-0-0,10.2,
674,674,674,674,674,674,238239318,17 30 53.185,-17 00 13.92,1,10.846,,6239-165-1,365-094227,17305318-1700138,STAR,gri,plx,0.3,2.4,-4.9,2.5,,,11.799,0.105,11.331,0.111,11.302,0.02,10.836,0.02,10.65,0.01,9.737,0.024,9.504,0.032,9.343,0.025,6657,519,288,3.687,0.115,0.115,0.023,0.1,0.08,3.127,0.581,0.578,1.841,0.336,0.192,0.059,0.04,0.021,537.9,65.94,65.94,0.361,0.19,0.088,AAA-222-111-000-0-0,13.1,
675,675,675,675,675,675,238239365,17 30 39.382,-17 00 13.02,1,13.359,,,365-094044,17303937-1700130,STAR,JHK,rpm,-5.9,5.2,1.1,2.3,,,,,,,,,,,,,11.651,0.023,11.087,0.024,10.961,0.026,4893,248,155,2.616,0.62,0.31,-0.441,0.5,0.6,9.165,2.204,5.006,0.985,0.865,0.121,0.002,0.013,9.78E-04,2558,503.3,1311,0.403,0.228,0.137,AAA-222-111-000-0-0,13.2,
676,676,676,676,676,676,238239890,17 30 30.410,-17 00 02.52,1,10.693,,6239-787-1,365-093931,17303039-1700024,STAR,gri,plx,6.6,2.9,-1.2,3.2,,,12.429,0.291,11.11,0.103,11.776,0.01,10.678,0.04,10.229,0.02,8.671,0.023,8.062,0.038,7.865,0.023,4695,144,115,2.418,0.196,0.14,-0.061,0.15,0.24,11.889,2.092,0.845,1.489,1.002,0.455,8.07E-04,5.38E-04,3.23E-04,1030,275.4,275.4,0.368,0.091,0.091,AAA-111-111-000-0-0,11.1,
677,677,677,677,677,677,238241331,17 30 14.023,-16 59 33.54,1,11.292,,,366-091329,17301402-1659335,STAR,gri,apo,0.3,4,-0.9,2.4,,,13.144,0.01,11.7,0.04,12.439,0.02,11.222,0.02,10.801,0.01,9.208,0.025,8.601,0.026,8.386,0.023,4715,94,132,2.595,0.115,0.115,0.166,0.08,0.1,11.657,2.127,1.315,1.959,0.744,0.372,0.001,6.19E-04,3.52E-04,1023,225.2,119.6,0.428,0.217,0.181,AAA-212-111-000-0-0,12.2,
678,678,678,678,678,678,238243113,17 29 33.572,-16 58 58.31,1,10.467,,6239-1535-1,366-090833,17293357-1658583,STAR,gri,rpm,6.9,1.7,17.8,1.8,,,11.347,0.078,10.604,0.062,10.892,0.01,10.408,0.01,10.285,0.02,9.317,0.022,9.004,0.024,8.911,0.022,6033,169,72,4.226,0.212,0.318,-0.1,0.18,0.12,1.302,0.763,0.345,1.132,0.305,0.069,0.443,0.526,0.33,189.3,124.3,51.2,0.127,0.056,0.047,AAA-222-111-000-0-0,12.3,
679,679,679,679,679,679,238243665,17 28 29.121,-16 58 47.83,1,11.767,,,366-090141,17282912-1658477,STAR,gri,rpm,-23.8,4.7,-21.3,1.9,,,12.623,0.01,11.877,0.05,12.211,0.01,11.679,0.02,11.577,0.01,10.462,0.022,10.15,0.024,10.032,0.025,5978,210,140,4.311,0.115,0.184,-0.038,0.18,0.15,1.187,0.304,0.167,1.091,0.077,0.077,0.606,0.28,0.3,279,118.4,38.23,0.138,0.116,0.034,AAA-222-111-000-0-0,8.9,
680,680,680,680,680,680,238245293,17 29 37.622,-16 58 15.38,1,13.255,,,366-090892,17293762-1658154,STAR,gri,rpm,-11,5,2.8,8,,,14.926,0.02,13.695,0.04,14.291,0.01,13.253,0.042,12.811,0.01,11.251,0.023,10.678,0.025,10.534,0.025,4887,497,132,2.425,0.51,0.51,-0.866,0.6,0.5,9.021,8.105,3.733,0.902,0.251,0.035,9.46E-04,0.004,8.07E-04,1974,1083,699.4,0.49,0.261,0.163,AAA-222-111-000-0-0,7.5,
681,681,681,681,681,681,238247519,17 31 45.242,-16 57 30.58,1,16.262,,,,17314524-1657305,STAR,JHK,rpm,-2,2,-8,2,,,,,,,,,,,,,15.249,0.058,15.088,0.095,14.976,0.137,6032,477,272,4.231,0.17,0.272,-0.229,0.4,0.88,1.257,0.669,0.265,0.959,0.263,0.132,0.472,0.407,0.298,2429,1241,552.1,0.438,0.384,0.16,AAB-222-111-000-0-0,10.4,0730-0511855
682,682,682,682,682,682,238247940,17 30 54.284,-16 57 22.29,1,11.296,,6239-337-1,366-091842,17305429-1657222,STAR,gri,plx,3.4,2.4,-9.9,2.5,,,11.761,0.094,11.312,0.107,11.634,0.03,11.275,0.02,11.15,0.01,10.269,0.021,10.049,0.024,9.914,0.023,6855,226,396,4.104,0.112,0.07,-0.079,0.12,0.12,1.731,0.176,0.219,1.445,0.06,0.131,0.264,0.118,0.072,429.8,42.8,42.8,0.273,0.097,0.097,AAA-222-111-000-0-0,6.8,
683,683,683,683,683,683,238248435,17 29 41.104,-16 57 11.91,1,12.461,,,366-090937,17294110-1657118,STAR,gri,rpm,62.5,8.7,-39.1,4.3,,,13.898,0.044,12.856,0.03,13.375,0.02,12.465,0.01,12.069,0.01,11.024,0.026,10.486,0.03,10.289,0.025,5207,52,397,3.857,0.886,0.02,-0.236,0.05,0.78,1.946,0.039,1.407,0.992,0.02,0.407,0.135,3.604,0.008,369.7,11.09,29.09,0.423,0.001,0.212,AAA-222-111-000-0-0,6.6,
684,684,684,684,684,684,238251652,17 30 40.960,-16 56 06.60,1,12.523,,,366-091674,17304096-1656065,STAR,gri,rpm,-17.4,1.7,-30.1,1.7,,,13.691,0.01,12.758,0.04,13.209,0.01,12.475,0.01,12.229,0.01,11.105,0.024,10.721,0.022,10.596,0.025,5581,267,267,4.471,0.1,0.22,-0.294,0.2,0.44,0.876,0.317,0.115,0.87,0.035,0.099,1.167,0.624,0.635,351.9,294.3,139.8,0.296,0.139,0.139,AAA-222-111-000-0-0,9.6,
685,685,685,685,685,685,238255756,17 30 10.507,-16 54 42.08,1,11.327,,6239-731-1,366-091280,17301050-1654422,STAR,gri,plx,1.3,4.5,-1.3,4.9,,,12.858,0.362,11.878,0.205,12.433,0.03,11.296,0.01,10.854,0.01,9.326,0.025,8.711,0.031,8.526,0.025,4758,147,147,2.465,0.288,0.09,-0.11,0.2,0.32,10.795,0.879,1.419,1.302,0.758,0.292,9.54E-04,0.001,1.96E-04,802,216.7,216.7,0.45,0.14,0.1,AAA-212-111-000-0-0,8,
686,686,686,686,686,686,238257378,17 28 11.878,-16 54 10.86,1,12.1,,,366-089951,17281187-1654108,STAR,gri,rpm,-7.3,2.5,14.9,3,,,13.525,0.01,12.38,0.05,12.943,0.01,12.005,0.01,11.739,0.01,10.257,0.025,9.694,0.025,9.589,0.028,4896,117,58,3.06,0.52,0.624,-0.408,0.49,0.35,4.914,5.137,2.253,1.048,0.226,0.162,0.009,0.038,0.008,752.4,724.2,258.7,0.249,0.061,0.102,AAA-222-111-000-0-0,8.4,
687,687,687,687,687,687,238257766,17 28 59.655,-16 54 02.91,1,12.12,,,366-090478,17285965-1654028,STAR,gri,rpm,9.8,3.6,10.6,4.1,,,13.745,0.01,12.512,0.06,13.101,0.03,12.087,0.01,11.7,0.03,10.151,0.021,9.573,0.022,9.413,0.021,4977,240,150,2.425,0.552,0.084,-0.518,0.25,0.3,10.205,1.319,4.3,1.006,0.273,0.114,9.23E-04,0.005,1.98E-04,1370,224.8,585.2,0.464,0.127,0.127,AAA-222-111-000-0-0,5.7,
688,688,688,688,688,688,238268472,17 29 51.212,-16 50 26.22,1,13.229,,,366-091060,17295121-1650260,STAR,gri,rpm,-90.2,7,-25.6,7.3,,,14.942,0.01,13.647,0.03,14.311,0.01,13.186,0.02,12.765,0.03,11.091,0.023,10.41,0.024,10.281,0.022,4272,157,131,4.795,0.11,0.11,-0.433,0.5,0.5,0.484,0.118,0.112,0.524,0.125,0.104,4.74,2.773,1.749,119.6,95.45,34.07,0.061,0.064,0.029,AAA-222-111-000-0-0,7.6,
689,689,689,689,689,689,238268750,17 28 55.086,-16 50 20.79,1,13.413,,,366-090439,17285509-1650206,STAR,gri,rpm,-72.9,7.1,22.3,7.6,,,15.688,0.02,14.176,0.03,15.025,0.04,13.595,0.02,12.722,0.02,10.847,0.023,10.176,0.026,9.95,0.023,3636,43,43,4.978,0.052,0.02,0.011,0.1,0.16,0.307,0.006,0.05,0.317,0.017,0.066,11.22,3.844,0.673,96.41,36.8,15.85,0.062,0.099,0.016,AAA-222-111-000-0-0,5.5,
690,690,690,690,690,690,238268871,17 28 09.320,-16 50 18.47,1,11.62,,6235-3028-1,366-089927,17280932-1650183,STAR,gri,plx,5.3,2.6,-15.1,2.8,,,12.406,0.24,11.778,0.199,12.065,0.02,11.508,0.02,11.43,0.01,10.327,0.023,10.008,0.024,9.94,0.023,6126,108,181,3.959,0.128,0.048,0.04,0.12,0.15,1.95,0.24,0.298,1.377,0.084,0.22,0.169,0.104,0.033,452.8,64.72,64.72,0.226,0.07,0.042,AAA-222-111-000-0-0,6.1,
691,691,691,691,691,691,238269358,17 29 14.587,-16 50 08.52,1,13.461,,,366-090625,17291459-1650085,STAR,gri,rpm,-1.2,6.8,83.8,7.2,,,15.845,0.04,14.078,0.05,14.983,0.01,13.461,0.02,12.809,0.01,10.864,0.025,9.974,0.025,9.778,0.025,3938,1501,65,4.856,0.042,0.02,-0.061,0.09,0.15,0.43,0.009,0.049,0.483,0.31,0.064,6.107,1.511,0.366,155.6,1025,35.37,0.118,0.072,0.045,AAA-222-111-000-0-0,6.6,
692,692,692,692,692,692,238271733,17 29 33.346,-16 49 19.22,1,12.941,,,366-090828,17293334-1649191,STAR,gri,rpm,-36.8,7.2,26.9,7.6,,,14.859,0.02,13.466,0.06,14.161,0.01,12.902,0.01,12.418,0.01,10.76,0.025,10.106,0.027,9.912,0.023,4057,40,40,4.858,0.02,0.02,-0.296,0.05,0.05,0.426,0.009,0.009,0.477,0.01,0.01,6.16,0.37,0.37,78.81,2.364,2.364,0.039,0.001,0.001,AAA-222-111-000-0-0,5.5,
693,693,693,693,693,693,238272131,17 29 02.992,-16 49 11.23,1,13.634,,,366-090521,17290299-1649111,STAR,gri,rpm,44.1,7.4,7.9,7.6,,,16.322,0.13,14.436,0.05,15.393,0.03,13.79,0.01,12.88,0.03,10.715,0.023,9.8,0.024,9.522,0.023,3706,37,37,1.162,0.02,0.302,0.174,0.05,0.26,44.786,18.302,0.896,1.063,0.021,0.021,1.18E-05,7.10E-07,7.66E-06,6172,993.1,185.1,0.307,0.001,0.043,AAA-222-111-000-0-0,6.7,
694,694,694,694,694,694,238272344,17 28 11.426,-16 49 06.91,1,13.343,,,366-089948,17281142-1649069,STAR,gri,rpm,-46.7,7.3,99,7.5,,,15.455,0.17,13.848,0.02,14.65,0.01,13.268,0.01,12.782,0.02,10.914,0.026,10.086,0.025,9.891,0.026,4028,166,166,4.849,0.133,0.095,-0.143,0.2,0.36,0.4,0.123,0.107,0.465,0.125,0.15,6.461,4.613,2.691,101.8,40.62,17.33,0.06,0.057,0.013,AAA-222-111-000-0-0,6.8,
695,695,695,695,695,695,238273848,17 30 10.626,-16 48 36.11,1,13.228,,,366-091282,17301062-1648361,STAR,gri,rpm,-7,6.3,-43.1,6.1,,,15.054,0.03,13.663,0.06,14.42,0.04,13.187,0.03,12.717,0.03,11.128,0.026,10.507,0.028,10.366,0.029,4049,146,40,4.853,0.02,0.134,-0.297,0.22,0.05,0.426,0.146,0.009,0.479,0.153,0.01,6.13,0.368,2.777,78.88,65.59,2.366,0.039,0.061,0.001,AAA-222-111-000-0-0,7,
696,696,696,696,696,696,238274192,17 28 58.506,-16 48 29.17,1,13.228,,,366-090467,17285850-1648291,STAR,gri,rpm,33.8,8.8,-19.2,11.9,,,15.814,0.1,14.122,0.03,14.984,0.04,13.51,0.03,12.475,0.01,10.282,0.024,9.335,0.024,9.03,0.026,3659,36,36,1.051,0.028,0.02,0.199,0.05,0.05,51.025,1.02,1.755,1.065,0.021,0.021,8.01E-06,8.95E-07,4.81E-07,5649,169.5,558.4,0.249,0.001,0.001,AAA-222-111-000-0-0,4.8,
697,697,697,697,697,697,238274538,17 32 11.055,-16 48 22.66,1,16.81,,,366-092936,17321106-1648225,STAR,JHK,rpm,-28.7,7.9,-52.3,5.6,,,,,,,,,,,,,14.688,0.038,13.965,0.041,13.869,0.057,4130,298,298,4.865,0.077,0.055,-0.464,0.25,0.5,0.404,0.061,0.069,0.465,0.049,0.089,6.396,3.021,1.374,374,133.8,65.07,0.265,0.176,0.118,AAA-222-111-00c-0-0,15.7,
698,698,698,698,698,698,238274757,17 29 38.916,-16 48 18.44,1,10.568,,6235-2669-1,366-090910,17293891-1648185,STAR,gri,plx,5.9,1.6,-0.1,1.7,,,11.109,0.064,10.652,0.065,10.82,0.01,10.515,0.02,10.461,0.01,9.563,0.023,9.365,0.024,9.29,0.023,6944,203,203,3.941,0.084,0.072,0.032,0.12,0.1,2.256,0.285,0.253,1.662,0.092,0.065,0.138,0.049,0.032,401.4,40.25,40.25,0.212,0.06,0.05,AAA-222-111-000-0-0,11.8,
699,699,699,699,699,699,238275997,17 30 16.653,-16 47 53.08,1,11.89,,6235-1990-1,367-089882,17301664-1647530,STAR,gri,plx,-5.6,4.5,-36.8,4.8,,,12.559,0.269,11.7,0.178,12.418,0.01,11.858,0.02,11.664,0.01,10.626,0.022,10.329,0.024,10.241,0.023,5865,220,183,4.412,0.075,0.12,-0.071,0.18,0.42,1.025,0.215,0.13,1.022,0.116,0.163,0.873,0.291,0.322,262.8,16.98,16.98,0.184,0.104,0.062,AAA-222-111-000-0-0,8.3,
700,700,700,700,700,700,238276515,17 29 13.249,-16 47 43.27,1,17.878,,,,17291324-1647432,STAR,J,,,,,,,,,,,,,,,,,,16.354,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUU-200-100-000-0-0,11.5,0732-0447799
701,701,701,701,701,701,238277236,17 29 19.542,-16 47 29.10,1,9.679,85581,6235-2701-1,367-089164,17291954-1647290,STAR,gri,plx,-8.28,2.05,-10.53,0.9,10.64,1.63,10.292,0.035,9.732,0.03,10.116,0.06,9.543,0.01,9.491,0.02,8.565,0.021,8.319,0.027,8.24,0.026,6223,191,191,4.016,0.065,0.078,0.093,0.15,0.15,1.877,0.254,0.224,1.39,0.106,0.141,0.199,0.075,0.054,196.1,10.69,10.69,0.146,0.055,0.055,AAA-112-111-000-0-0,8.3,
702,702,702,702,702,702,238279688,17 28 21.573,-16 46 37.18,1,11.152,,6235-2874-1,367-088564,17282156-1646371,STAR,gri,plx,11.1,2.5,-15.7,2.6,,,12.112,0.184,11.374,0.121,11.576,0.01,11.053,0.02,10.97,0.01,9.936,0.023,9.64,0.024,9.53,0.023,6076,253,202,4.14,0.09,0.05,0.069,0.15,0.18,1.505,0.139,0.107,1.242,0.065,0.144,0.324,0.111,0.054,279.6,18.27,18.27,0.183,0.084,0.06,AAA-222-111-000-0-0,9.2,
703,703,703,703,703,703,238282751,17 31 19.782,-16 45 34.91,1,9.794,,6235-1743-1,367-090717,17311978-1645349,STAR,gri,plx,1.3,1.7,-5.3,2,,,11.172,0.074,10.152,0.043,10.687,0.02,9.776,0.03,9.411,0.01,8.093,0.023,7.565,0.051,7.387,0.018,4889,149,106,2.402,0.328,0.205,-0.531,0.45,0.63,10.659,1.692,1.115,1.002,1.149,0.151,8.38E-04,0.001,3.42E-04,686.1,277.6,277.6,0.259,0.149,0.062,AAA-111-111-000-0-0,9,
704,704,704,704,704,704,238283493,17 31 16.968,-16 45 19.66,1,9.667,,6235-982-1,367-090677,17311696-1645198,STAR,gri,plx,3.2,1.5,-7.8,1.6,,,10.19,0.031,9.759,0.03,10.097,0.04,9.578,0.04,9.483,0.01,8.657,0.019,8.519,0.063,8.426,0.021,6650,11820,334,3.598,0.135,0.27,0.078,0.1,0.1,3.592,6.961,0.42,2.025,7.329,0.282,0.039,0.019,0.032,503.3,186.1,186.1,0.372,0.864,0.18,AAA-112-111-000-0-0,10.9,
705,705,705,705,705,705,238283703,17 28 22.227,-16 45 15.79,1,13.769,,,367-088569,17282222-1645158,STAR,gri,rpm,46.8,6.8,5.6,7.2,,,15.484,0.01,14.129,0.02,14.784,0.03,13.665,0.02,13.334,0.02,11.741,0.023,11.106,0.025,10.928,0.025,4538,169,112,4.656,0.054,0.054,-0.002,0.25,0.25,0.654,0.068,0.073,0.707,0.072,0.072,2.451,0.692,0.459,208.4,43.77,36.17,0.163,0.066,0.079,AAA-222-111-000-0-0,6,
706,706,706,706,706,706,238284159,17 29 33.192,-16 45 06.58,1,13.254,,,367-089351,17293319-1645065,STAR,gri,rpm,0.5,7.2,-40.3,7.5,,,15.97,0.14,13.999,0.04,15.017,0.01,13.316,0.02,12.498,0.04,10.339,0.022,9.395,0.022,9.146,0.022,3725,37,37,0.537,0.21,0.084,-0.421,0.16,0.06,86.227,8.232,16.525,0.971,0.051,0.019,1.42E-06,1.38E-06,3.06E-07,8467,254,822.8,0.383,0.016,0.096,AAA-222-111-000-0-0,11.2,
707,707,707,707,707,707,238284488,17 30 08.493,-16 44 59.53,1,11.133,,6235-2711-1,367-089772,17300849-1644594,STAR,gri,plx,2.2,1.9,-6.6,2,,,11.714,0.092,11.25,0.102,11.477,0.01,11.108,0.01,10.986,0.03,10.047,0.022,9.839,0.024,9.744,0.022,6771,285,342,4.251,0.054,0.072,-0.038,0.18,0.12,1.443,0.154,0.085,1.405,0.072,0.13,0.447,0.078,0.102,339.3,27.64,27.64,0.246,0.113,0.113,AAA-222-111-000-0-0,9.6,
708,708,708,708,708,708,238285834,17 28 39.825,-16 44 31.66,1,13.253,,,367-088767,17283982-1644316,STAR,gri,rpm,-11.9,7.2,3.9,7.6,,,14.905,0.04,13.672,0.06,14.324,0.02,13.177,0.02,12.793,0.01,11.284,0.026,10.678,0.026,10.552,0.029,4731,85,142,2.412,0.558,0.045,-0.073,0.25,0.25,10.622,1.473,4.701,1.208,0.287,0.205,8.51E-04,0.005,1.18E-04,2384,290.9,1012,0.416,0.071,0.142,AAA-222-111-000-0-0,16.7,
709,709,709,709,709,709,238286337,17 30 16.528,-16 44 21.71,1,12.055,,,367-089881,17301653-1644216,STAR,gri,rpm,-26.5,4.1,-18.3,2.5,,,13.054,0.041,12.275,0.05,12.616,0.02,12.042,0.01,11.815,0.02,10.735,0.025,10.35,0.025,10.249,0.023,5907,144,325,4.384,0.104,0.26,-0.431,0.4,0.16,0.992,0.38,0.182,0.906,0.145,0.08,0.912,0.443,0.573,256.1,111.2,54.71,0.276,0.054,0.162,AAA-222-111-000-0-0,11.2,
710,710,710,710,710,710,238288036,17 28 19.867,-16 43 47.40,1,11.557,,6235-2555-1,367-088551,17281987-1643472,STAR,BV,plx,-11.6,2.5,2.8,2.7,,,12.335,0.219,11.684,0.169,,,,,,,10.76,0.025,10.551,0.027,10.463,0.023,7061,784,490,3.763,0.18,0.15,0.071,0.12,0.12,2.948,0.96,0.724,1.874,0.457,0.228,0.07,0.064,0.034,890.3,254.3,254.3,0.402,0.323,0.176,AAA-222-111-000-0-0,10.9,
711,711,711,711,711,711,238288283,17 30 18.369,-16 43 42.09,1,11.129,,6235-3009-1,367-089912,17301837-1643421,STAR,gri,plx,-19.8,2.5,-40.9,2.6,,,12.109,0.177,11.426,0.123,11.663,0.01,11.086,0.02,10.9,0.01,9.869,0.022,9.542,0.022,9.489,0.022,5911,142,118,4.376,0.05,0.11,0.063,0.12,0.15,1.13,0.086,0.096,1.071,0.073,0.049,0.762,0.165,0.226,200.1,10.32,10.32,0.202,0.029,0.067,AAA-222-111-000-0-0,13,
712,712,712,712,712,712,238292106,17 30 33.732,-16 42 26.14,1,13.5,,,367-090104,17303372-1642261,STAR,gri,rpm,29.7,4.6,27.7,4.9,,,15.592,0.11,14.112,0.05,14.852,0.02,13.566,0.02,12.921,0.02,12.114,0.025,11.461,0.025,11.347,0.029,3899,46,38,4.907,0.025,0.06,-0.175,0.27,0.12,0.381,0.056,0.028,0.428,0.07,0.035,7.614,1.128,1.838,104.6,94.42,26.52,0.044,0.027,0.015,AAA-222-111-ccc-0-0,5,
713,713,713,713,713,713,238293806,17 29 01.188,-16 41 52.29,1,11.811,,6235-1971-1,367-088987,17290119-1641523,STAR,gri,plx,-10.5,2.6,-4.9,2.9,,,12.297,0.211,11.716,0.179,12.224,0.01,11.747,0.02,11.634,0.01,10.635,0.023,10.363,0.024,10.294,0.021,6367,257,257,3.911,0.144,0.12,0.017,0.08,0.1,2.185,0.282,0.401,1.479,0.142,0.118,0.138,0.089,0.047,583.6,80.6,80.6,0.267,0.077,0.077,AAA-222-111-000-0-0,7.3,
714,714,714,714,714,714,238293948,17 30 17.261,-16 41 49.20,1,13.71,,,367-089893,17301726-1641492,STAR,gri,rpm,-48.5,6.3,90.9,6.5,,,15.818,0.01,14.316,0.04,15.106,0.03,13.712,0.01,13.112,0.01,11.369,0.024,10.592,0.024,10.398,0.023,3912,189,94,4.894,0.096,0.072,-0.143,0.2,0.28,0.387,0.061,0.084,0.44,0.072,0.119,7.291,4.212,1.911,120.8,25.77,35.51,0.08,0.047,0.039,AAA-222-111-000-0-0,6.6,
715,715,715,715,715,715,238295040,17 29 08.319,-16 41 26.03,1,13.415,,,367-089062,17290832-1641259,STAR,gri,rpm,97.4,7.8,3.3,8.1,,,14.94,0.02,13.813,0.03,14.37,0.01,13.403,0.01,13.006,0.02,11.721,0.033,10.983,0.038,10.787,0.03,4508,161,188,4.777,0.084,0.07,-0.763,0.16,0.32,0.494,0.079,0.079,0.545,0.055,0.077,4.399,1.815,1.1,203.3,49.58,97.66,0.094,0.112,0.064,AAA-222-111-000-0-0,4.8,0733-0431438
716,716,716,716,716,716,238295145,17 30 28.934,-16 41 23.58,1,12.009,,6235-2671-1,367-090037,17302896-1641234,STAR,gri,plx,-9.9,2.7,-24.5,3,,,12.786,0.314,12.011,0.218,12.45,0.02,11.989,0.02,11.82,0.02,10.89,0.023,10.652,0.026,10.546,0.025,6579,546,341,4.04,0.192,0.256,0.041,0.12,0.12,1.913,0.805,0.497,1.492,0.289,0.248,0.204,0.176,0.119,528.2,247.5,247.5,0.303,0.204,0.073,AAA-222-111-000-0-0,13.5,
717,717,717,717,717,717,238296134,17 30 49.915,-16 41 03.51,1,10.264,,6235-2495-1,367-090325,17304991-1641034,STAR,gri,plx,0.3,1.9,-5.8,2,,,10.557,0.044,10.32,0.048,10.397,0.03,10.22,0.02,10.231,0.01,9.53,0.023,9.388,0.025,9.338,0.026,7471,481,218,3.933,0.17,0.238,0.033,0.15,0.15,2.333,1.102,0.501,1.824,0.418,0.19,0.133,0.127,0.081,454.5,132,132,0.2,0.147,0.067,AAA-222-111-000-0-0,15.5,
718,718,718,718,718,718,238299463,17 31 07.951,-16 39 56.17,1,14.251,,,367-090567,17310795-1639561,STAR,JHK,apo,-3.2,4.4,0.1,4.8,,,,,,,,,,,,,11.784,0.024,10.926,0.024,10.74,0.023,4163,84,84,1.564,0.132,0.11,-0.254,0.15,0.12,26.856,3.979,2.921,1.033,0.035,0.049,5.06E-05,2.25E-05,1.81E-05,5651,807.4,706.4,0.943,0.36,0.504,AAA-222-111-000-0-0,8.3,
719,719,719,719,719,719,238299711,17 29 58.335,-16 39 51.12,1,12.848,,,367-089644,17295834-1639510,STAR,gri,rpm,-90.1,9,-84,9,,,14.764,0.01,13.398,0.06,14.116,0.02,12.866,0.03,12.305,0.02,10.515,0.023,9.744,0.025,9.512,0.025,3961,265,132,4.868,0.114,0.114,-0.103,0.16,0.52,0.394,0.12,0.092,0.44,0.15,0.125,6.619,4.57,2.704,90.79,39.06,5.943,0.056,0.052,0.009,AAA-222-111-000-0-0,6.6,0733-0434595
720,720,720,720,720,720,238305552,17 30 41.217,-16 37 52.51,1,12.97,,,367-090204,17304121-1637525,STAR,gri,rpm,-49.7,4.7,6.3,5,,,14.77,0.02,13.431,0.03,14.083,0.01,12.978,0.01,12.493,0.02,10.892,0.023,10.332,0.026,10.129,0.026,6131,61,61,4.179,0.02,0.02,-0.667,0.05,0.05,1.26,0.025,0.025,0.872,0.017,0.017,0.437,0.026,0.026,483.1,14.49,14.49,1.215,0.001,0.001,AAA-222-111-000-0-0,8.8,
721,721,721,721,721,721,238306119,17 31 02.582,-16 37 40.87,1,10.734,,6235-2981-1,367-090501,17310257-1637409,STAR,gri,rpm,4.3,2.2,-11.7,2.3,,,11.32,0.073,10.834,0.075,10.936,0.01,10.666,0.02,10.591,0.02,9.794,0.023,9.64,0.026,9.549,0.023,7113,510,364,3.921,0.288,0.24,0.13,0.09,0.18,2.433,0.966,0.875,1.81,0.299,0.419,0.124,0.211,0.078,470.2,195.8,169.7,0.236,0.106,0.106,AAA-222-111-000-0-0,5.5,
