EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,2MASS Flag,Nearest Neighbor,Nomad ID
251742092,22 53 43.025,+01 25 30.40,0,16.127,,,458-127432,22534302+0125303,,STAR,JHK,-4,6.2,-1.3,6.8,,,,,,,,,,,,,,,,,14.764,0.038,14.31,0.04,14.233,0.066,AAA-222-111-000-0-0,17.6,0914-0627975
251742099,22 54 02.191,+01 25 32.93,0,14.802,,,458-127444,22540218+0125330,7712-301-1-0219-0273,STAR,gri,3.1,2.8,-0.5,3.2,,,16.883,0.11,15.094,0.047,,,16.114,0.03,14.594,0.05,14.239,0.13,,,12.817,0.023,12.051,0.029,11.884,0.028,AAA-222-111-000-0-0,17.6,
251742107,22 55 18.848,+01 25 33.79,0,16.866,,,,22551884+0125337,7712-301-1-0221-0202,EXTENDED,gri,-4,2,2,2,,,,,,,20.006,0.07,17.938,0.007,16.858,0.005,16.407,0.004,16.012,0.008,15.301,0.076,14.626,0.088,14.119,0.079,AAA-222-111-000-0-0,36,
251742128,22 57 50.342,+01 25 38.08,0,16.76,,,458-127544,22575035+0125378,7712-301-1-0225-0172,STAR,JHK,6.8,7.1,-42,7,,,,,,,,,,,,,,,,,14.723,0.037,14.137,0.047,13.929,0.051,AAA-222-111-000-0-0,60.3,
251742159,22 57 44.009,+01 25 41.83,0,16.83,,,,,7712-301-1-0225-0160,EXTENDED,gri,1,2,4,2,,,,,,,18.496,0.03,17.364,0.007,16.862,0.006,16.601,0.006,16.363,0.016,,,,,,,,,
251742172,22 56 03.967,+01 25 45.39,0,16.508,,,,22560396+0125453,7712-301-1-0223-0190,STAR,gri,10,2,-11,2,,,,,,,19.909,0.041,17.516,0.005,16.485,0.004,16.076,0.004,15.839,0.006,14.73,0.03,14.183,0.036,14.135,0.066,AAA-222-111-000-0-0,26.1,
251742175,22 53 43.578,+01 25 45.77,0,10.988,,569-481-1,458-127433,22534357+0125458,,STAR,gri,4.2,1.6,-8.4,1.6,,,11.711,0.064,11.293,0.074,,,11.459,0.01,10.799,0.02,10.787,0.06,,,10.108,0.025,9.908,0.026,9.812,0.021,AAA-222-111-000-0-0,17.6,
251742193,22 58 22.830,+01 25 49.24,0,15.183,,,458-127569,22582282+0125493,7712-301-1-0226-0220,STAR,JHK,-11,3.9,-8.6,4.1,,,,,,,,,,,,,,,,,13.048,0.024,12.37,0.023,12.225,0.023,AAA-222-111-000-0-0,81.2,
251742201,22 53 46.158,+01 25 51.09,0,13.181,,,458-127435,22534616+0125512,,STAR,gri,1,2.1,-6.9,2.4,,,14.83,0.03,13.392,0.03,,,14.255,0.01,13.014,0.02,12.72,0.07,,,11.484,0.022,10.861,0.026,10.75,0.023,AAA-222-111-000-0-0,39.1,
251742203,22 53 42.123,+01 25 51.66,0,15.12,,,458-127431,22534212+0125516,,STAR,JHK,-4.1,3,-18,3.3,,,,,,,,,,,,,,,,,13.658,0.027,13.225,0.028,13.071,0.033,AAA-222-111-000-0-0,8.6,
251742256,22 57 11.430,+01 26 02.29,0,14.222,,,458-127520,22571143+0126022,7712-301-1-0224-0117,STAR,gri,-76,8,-167,8,,,15.654,0.01,14.461,0.05,,,15.255,0.05,14.086,0.04,13.779,0.02,,,12.67,0.026,12.053,0.024,12.001,0.027,AAA-222-111-000-0-0,65.8,
251742273,22 54 30.782,+01 26 04.91,0,16.039,,,458-127456,22543077+0126047,7712-301-1-0220-0032,STAR,JHK,-4,3.9,-1.7,4.1,,,,,,,,,,,,,,,,,14.577,0.035,14.083,0.039,13.99,0.048,AAA-222-111-000-0-0,57.6,
251742280,23 01 45.816,+01 26 06.25,0,14.991,,,458-127656,23014581+0126060,7712-301-1-0232-0159,STAR,gri,7.9,3.9,-59.1,4.3,,,17.264,0.107,15.799,0.06,,,16.949,0.068,15.281,0.059,14.152,0.074,,,12.373,0.028,11.767,0.026,11.492,0.021,AAA-222-111-000-0-0,43.1,
251742282,22 58 40.212,+01 26 06.38,0,15.843,,,458-127576,22584021+0126065,7712-301-1-0227-0046,STAR,gri,-17.2,4.4,-12.6,5.3,,,16.849,0.1,16.074,0.067,,,16.682,0.03,15.702,0.07,15.483,0.109,,,14.519,0.034,14.103,0.036,13.927,0.05,AAA-222-111-000-0-0,26.4,
251742299,22 55 11.671,+01 26 08.53,0,15.324,,,458-127473,22551167+0126086,7712-301-1-0221-0089,STAR,gri,-11.3,3.9,0.1,4.4,,,16.575,0.08,15.568,0.055,,,16.184,0.04,15.214,0.06,14.956,0.11,,,14.087,0.03,13.616,0.042,13.55,0.045,AAA-222-111-000-0-0,27,
251742340,22 58 15.462,+01 26 17.68,0,11.244,,569-1435-1,458-127568,22581544+0126176,,STAR,gri,-8.4,1.8,-9.3,1.8,,,14.997,1.554,12.324,0.323,,,11.761,0.01,11.086,0.01,11.022,0.02,,,10.254,0.026,9.989,0.026,9.935,0.024,AAA-222-111-000-0-0,73.1,
251742363,22 55 50.651,+01 26 21.50,0,15.279,,,458-127483,22555065+0126214,7712-301-1-0222-0219,STAR,gri,7.3,3.8,-43.3,4.1,,,17.475,0.17,15.658,0.057,,,16.725,0.02,15.202,0.07,14.659,0.05,,,13.419,0.024,12.784,0.027,12.677,0.026,AAA-222-111-000-0-0,56.5,
251742416,22 56 59.002,+01 26 29.97,0,15.407,,,,22565900+0126299,7712-301-1-0224-0196,EXTENDED,gri,-5,2,1,2,,,,,,,18.322,0.037,16.36,0.004,15.448,0.003,14.998,0.003,14.648,0.006,14.953,0.096,14.295,0.117,13.98,0.102,ABA-222-111-000-0-0,87.8,
251742458,22 53 47.658,+01 26 37.63,0,17.921,,,,22534765+0126376,7712-301-1-0219-0210,EXTENDED,gri,1,3,-3,3,,,,,,,21.22,0.178,19.117,0.014,17.944,0.008,17.409,0.007,17.027,0.016,16.046,0.115,15.445,0.136,14.61,0.111,BBB-222-111-000-0-0,21.7,
251742492,23 01 44.544,+01 26 44.77,0,18.494,,,,23014454+0126447,7712-301-1-0232-0209,EXTENDED,gri,-1,3,3,3,,,,,,,22.083,0.323,19.761,0.02,18.468,0.01,17.951,0.009,17.618,0.022,16.583,0.125,16.082,0.194,15.387,0.155,BCC-222-111-000-0-0,16.5,
251742539,22 56 40.176,+01 26 51.47,0,15.281,,,458-127500,22564017+0126514,,STAR,JHK,-7.9,5.4,-3.9,6.1,,,,,,,,,,,,,,,,,13.579,0.029,13.026,0.03,12.891,0.03,AAA-222-111-000-0-0,30.6,0914-0628492
251742619,22 56 42.023,+01 27 04.54,0,9.387,,569-1439-1,458-127501,22564201+0127044,,STAR,BV,12,1.2,-10.2,1.2,,,9.589,0.023,9.356,0.021,,,,,,,,,,,8.695,0.024,8.644,0.034,8.611,0.021,AAA-112-111-000-0-0,30.6,
251742642,22 53 44.746,+01 27 08.11,0,15.727,,,458-127434,22534475+0127082,7712-301-1-0219-0200,STAR,BV,-4.4,3.2,-13.1,3.4,,,17.324,0.15,15.988,0.065,,,16.901,0.068,,,,,,,14.246,0.033,13.674,0.043,13.564,0.048,AAA-222-111-000-0-0,52,
251742653,22 54 22.647,+01 27 10.05,0,15.89,,,458-127453,22542263+0127101,7712-301-1-0220-0132,STAR,BV,-27,3.2,-37.7,3.3,,,17.28,0.01,16.107,0.01,,,16.76,0.08,,,,,,,14.081,0.029,13.432,0.036,13.35,0.039,AAA-222-111-000-0-0,66.7,
251742727,22 56 03.264,+01 27 22.07,0,15.492,,,458-127488,22560326+0127221,7712-301-1-0223-0184,STAR,JHK,58.8,4,20.2,4.1,,,,,,,,,,,,,,,,,13.313,0.023,12.661,0.025,12.477,0.026,AAA-222-111-000-0-0,61.4,
251742758,22 57 30.723,+01 27 25.67,0,16.434,,,458-127530,22573071+0127259,7712-301-1-0225-0053,STAR,gri,-6,18.4,-13.5,18.5,,,17.425,0.16,16.394,0.076,,,16.848,0.067,15.947,0.074,16.257,0.151,,,14.93,0.04,14.429,0.041,14.414,0.075,AAA-222-111-000-0-0,22.9,
251742784,23 01 41.098,+01 27 31.35,0,15.786,,,458-127653,23014109+0127313,7712-301-1-0232-0047,STAR,gri,15.1,4.7,-3.1,4.6,,,17.213,0.18,15.951,0.064,,,16.613,0.13,15.666,0.01,15.432,0.06,,,14.428,0.034,13.914,0.045,13.837,0.048,AAA-222-111-000-0-0,36.8,
251742808,22 53 35.208,+01 27 35.46,0,13.221,,,458-127428,22533521+0127354,,STAR,gri,-10.2,2,-7.9,2.3,,,14.719,0.01,13.386,0.05,,,14.198,0.01,13.021,0.02,12.802,0.04,,,11.733,0.024,11.221,0.028,11.06,0.023,AAA-222-111-000-0-0,67.4,
251742956,23 01 53.228,+01 27 59.38,0,16.734,,,,23015322+0127593,7712-301-1-0232-0180,EXTENDED,gri,-1,2,-1,2,,,,,,,19.387,0.065,17.707,0.008,16.794,0.005,16.317,0.005,15.959,0.012,15.874,0.098,15.275,0.132,14.362,0.087,ABA-222-111-000-0-0,30.2,
251743022,22 56 14.904,+01 28 10.52,0,15.907,,,458-127489,22561489+0128106,7712-301-1-0223-0009,STAR,gri,-14.2,4,-3.5,4.2,,,16.799,0.08,15.861,0.03,,,16.487,0.059,15.484,0.064,15.659,0.118,,,14.572,0.037,14.139,0.034,14.034,0.054,AAA-222-111-000-0-0,27.1,
251743060,22 58 26.109,+01 28 17.22,0,16.039,,,458-127571,22582610+0128175,7712-301-1-0226-0234,STAR,JHK,5.4,8.3,-5.4,8.1,,,,,,,,,,,,,,,,,13.756,0.027,13.107,0.03,12.888,0.032,AAA-222-111-000-0-0,66.5,
251743064,22 55 53.489,+01 28 17.97,0,15.901,,,458-127484,22555349+0128182,7712-301-1-0222-0141,STAR,BV,4.6,4.3,-6.4,4.4,,,17.452,0.13,16.152,0.01,,,16.784,0.066,,,,,,,14.7,0.033,14.232,0.044,14.144,0.067,AAA-222-111-000-0-0,40.1,
251743077,22 57 05.406,+01 28 20.24,0,17.353,,,,22570540+0128202,7712-301-1-0224-0317,EXTENDED,gri,-1,2,-11,2,,,,,,,20.501,0.19,18.645,0.016,17.361,0.008,16.8,0.007,16.451,0.018,16.445,0.14,15.776,0.202,15.076,0.145,BCB-222-111-000-0-0,33,
251743109,22 55 43.499,+01 28 26.65,0,14.58,,,458-127481,22554350+0128267,7712-301-1-0222-0046,STAR,gri,-0.9,4.1,-1.3,4.5,,,16.004,0.03,14.763,0.09,,,15.493,0.01,14.429,0.04,14.189,0.07,,,13.002,0.024,12.461,0.022,12.351,0.027,AAA-222-111-000-0-0,27.5,
251743245,22 57 04.838,+01 28 51.93,0,14.782,,,458-127517,22570483+0128520,7712-301-1-0224-0106,STAR,gri,-24.6,3.9,-4.6,4.4,,,16.982,0.11,15.31,0.05,,,16.292,0.04,14.753,0.01,14.135,0.01,,,12.654,0.023,11.989,0.024,11.85,0.023,AAA-222-111-000-0-0,33,
251743263,23 00 51.460,+01 28 54.88,0,12.697,,,458-127630,23005145+0128547,,STAR,gri,-4.7,3.5,-31.8,2.2,,,13.287,0.042,12.644,0.05,,,13.03,0.01,12.515,0.01,12.555,0.05,,,11.861,0.028,11.617,0.024,11.603,0.025,AAA-222-111-000-0-0,23,
251743364,22 55 17.667,+01 29 14.15,0,12.938,,,458-127476,22551766+0129141,,STAR,gri,-15.8,3,-17,2.5,,,13.879,0.01,12.978,0.01,,,13.539,0.01,12.79,0.041,12.68,0.03,,,11.891,0.024,11.58,0.024,11.544,0.024,AAA-222-111-000-0-0,71.1,
251743426,23 01 00.022,+01 29 27.42,0,12.458,,,458-127631,23010002+0129274,,STAR,gri,17.8,5.1,-7.9,2.4,,,13.375,0.02,12.479,0.02,,,13.036,0.01,12.269,0.04,12.211,0.03,,,11.356,0.027,11.014,0.026,10.929,0.024,AAA-222-111-000-0-0,16.2,
251743428,22 54 13.432,+01 29 27.59,0,12.342,,,458-127448,22541343+0129277,,STAR,gri,11.5,2.6,-7.4,3.2,,,13.382,0.01,12.378,0.04,,,13.026,0.031,12.175,0.03,12.05,0.03,,,11.193,0.023,10.875,0.024,10.836,0.023,AAA-222-111-000-0-0,18.3,
251743448,22 53 55.038,+01 29 31.41,0,14.553,,,458-127438,22535504+0129315,7717-301-2-0219-0023,STAR,gri,-8.1,3.1,-14.5,3.5,,,15.72,0.05,14.648,0.01,,,15.327,0.02,14.453,0.03,14.221,0.075,,,13.252,0.026,12.847,0.029,12.75,0.036,AAA-222-111-000-0-0,32.4,
251743503,22 57 35.085,+01 29 39.24,0,15.422,,,458-127532,22573509+0129393,7712-301-1-0225-0058,STAR,gri,1.1,4.2,-12.8,4.3,,,16.468,0.07,15.504,0.054,,,16.038,0.02,15.249,0.05,15.158,0.098,,,14.105,0.032,13.734,0.029,13.599,0.043,AAA-222-111-000-0-0,14.1,
251743524,22 57 30.296,+01 29 43.01,0,12.082,,,458-127529,22573028+0129430,,STAR,gri,-17.7,1.8,-18.8,2.2,,,13.069,0.02,12.14,0.01,,,12.671,0.01,11.928,0.04,11.829,0.03,,,10.999,0.024,10.653,0.024,10.58,0.023,AAA-222-111-000-0-0,67.5,
251743555,23 01 11.139,+01 29 49.90,0,17.413,,,,23011113+0129498,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.923,0.08,15.197,0.108,14.727,0.106,AAA-222-111-000-0-0,53.6,0914-0629217
251743579,22 54 00.431,+01 29 54.32,0,15.367,,,458-127442,22540043+0129545,7717-301-2-0219-0034,STAR,gri,27.7,2.9,-52.6,3.2,,,16.798,0.19,15.538,0.04,,,16.342,0.01,15.194,0.03,14.948,0.07,,,13.946,0.03,13.463,0.034,13.336,0.038,AAA-222-111-000-0-0,24.7,
251743583,22 56 36.758,+01 29 54.75,0,17.921,,,,22563675+0129547,7717-301-2-0224-0195,EXTENDED,gri,-4,3,4,3,,,,,,,23.193,1.052,19.273,0.016,17.901,0.008,17.342,0.008,16.913,0.017,16.313,0.107,15.512,0.113,15.031,0.141,ABB-222-111-000-0-0,42.7,
251743627,22 57 35.605,+01 30 03.13,0,15.949,,,458-127533,22573561+0130031,7717-301-2-0225-0199,STAR,JHK,33.5,4.2,-36.1,4.1,,,,,,,,,,,,,,,,,13.926,0.029,13.238,0.025,13.136,0.03,AAA-222-111-000-0-0,15.5,
251743658,22 54 17.052,+01 30 08.71,0,15.766,,,458-127450,22541705+0130086,7717-301-2-0220-0117,STAR,BV,54.1,3.3,6.5,3.3,,,17.789,0.26,16.116,0.068,,,,,,,,,,,12.893,0.023,12.301,0.027,12.118,0.029,AAA-222-111-000-0-0,19.8,
251743687,22 56 52.656,+01 30 13.63,0,13.072,,,458-127512,22565265+0130136,,STAR,gri,65.9,2.6,-5.3,2.4,,,14.3,0.02,13.184,0.03,,,13.864,0.01,12.907,0.01,12.733,0.062,,,11.741,0.023,11.309,0.024,11.241,0.021,AAA-222-111-000-0-0,50.7,
251743733,22 53 56.748,+01 30 22.93,0,17.276,,,,22535674+0130229,7717-301-2-0219-0161,EXTENDED,gri,-3,2,1,2,,,,,,,20.272,0.077,18.255,0.008,17.314,0.006,16.856,0.005,16.483,0.011,15.764,0.093,15.104,0.107,14.735,0.118,AAB-222-111-000-0-0,40.6,
251743739,22 56 00.054,+01 30 23.79,0,13.305,,,458-127487,22560005+0130238,,STAR,gri,-1,2.9,0.4,6.3,,,14.983,0.04,13.551,0.02,,,14.406,0.036,13.158,0.01,12.834,0.02,,,11.566,0.023,10.975,0.022,10.846,0.023,AAA-222-111-000-0-0,49.4,
251743937,22 53 58.985,+01 31 04.16,0,16.123,,,458-127441,22535898+0131041,7717-301-2-0219-0189,STAR,JHK,-23.5,6.3,-20,5.2,,,,,,,,,,,,,,,,,13.868,0.032,13.268,0.03,13.009,0.035,AAA-222-111-000-0-0,12.7,
251743943,22 57 45.985,+01 31 05.16,0,14.683,,,458-127539,22574598+0131052,7717-301-2-0225-0226,STAR,gri,146,1,-16,3,,,17.309,0.15,15.502,0.054,,,16.549,0.05,15.072,0.02,13.883,0.05,,,12.073,0.026,11.419,0.022,11.21,0.021,AAA-222-111-000-0-0,30.8,0915-0628955
251744079,22 57 32.764,+01 31 29.16,0,14.359,,,458-127531,22573275+0131292,7717-301-2-0225-0061,STAR,gri,16.6,4,-21.1,4.5,,,15.858,0.05,14.598,0.03,,,15.36,0.03,14.212,0.03,13.93,0.03,,,12.795,0.024,12.229,0.024,12.121,0.026,AAA-222-111-000-0-0,10.1,
251744110,22 58 05.719,+01 31 33.18,0,15.783,,,458-127560,22580571+0131333,7717-301-2-0226-0176,STAR,gri,-29.4,5.5,-27.6,5.6,,,17.737,0.25,16.225,0.071,,,17.252,0.076,15.725,0.068,15.153,0.097,,,13.756,0.032,13.053,0.024,12.939,0.03,AAA-222-111-000-0-0,49.8,
251744227,22 55 24.993,+01 31 53.59,0,14.373,,,458-127477,22552499+0131536,7717-301-2-0222-0012,STAR,gri,-21.6,4,-28.5,3.9,,,15.424,0.01,14.418,0.05,,,15.016,0.02,14.232,0.02,14.097,0.02,,,13.3,0.026,12.869,0.026,12.786,0.031,AAA-222-111-000-0-0,74.5,
251744419,23 01 23.010,+01 32 27.63,0,12.946,,,458-127643,23012300+0132276,,STAR,gri,-20.3,1.9,-26.2,2.4,,,13.711,0.03,12.918,0.09,,,13.415,0.04,12.774,0.06,12.745,0.06,,,11.982,0.023,11.72,0.026,11.672,0.021,AAA-222-111-000-0-0,79.6,
251744420,23 00 36.281,+01 32 27.80,0,15.944,,,458-127621,23003628+0132277,7717-301-2-0230-0057,STAR,JHK,-9.5,4.2,-6.2,4.5,,,,,,,,,,,,,,,,,14.593,0.038,14.126,0.037,14.07,0.045,AAA-222-111-000-0-0,45.1,
251744473,22 58 02.730,+01 32 36.50,0,12.71,,,458-127556,22580272+0132365,,STAR,JHK,5.4,2.4,3.4,2.5,,,,,,,,,,,,,,,,,11.486,0.026,11.113,0.023,11.059,0.021,AAA-222-111-000-0-0,15.7,
251744516,22 55 54.308,+01 32 44.30,0,12.43,,,458-127486,22555430+0132443,,STAR,gri,-4.8,2.2,-20.7,2.5,,,14.18,0.03,12.684,0.04,,,13.545,0.01,12.312,0.03,11.952,0.04,,,10.677,0.023,10.089,0.022,9.938,0.024,AAA-222-111-000-0-0,18.9,
251744517,22 56 45.588,+01 32 44.30,0,15.723,,,458-127504,22564557+0132441,7717-301-2-0224-0214,STAR,JHK,-42,4.8,-27.1,4.4,,,,,,,,,,,,,,,,,13.393,0.028,12.734,0.03,12.51,0.029,AAA-222-111-000-0-0,35.9,
251744543,22 58 02.015,+01 32 47.96,0,12.272,,,458-127554,22580201+0132479,,STAR,JHK,-12.9,1.8,-13.9,1.9,,,,,,,,,,,,,,,,,11.163,0.027,10.879,0.023,10.827,0.023,AAA-222-111-000-0-0,15.7,
251744605,22 55 02.777,+01 32 58.60,0,16.129,,,458-127469,22550278+0132587,7717-301-2-0221-0126,STAR,BV,-2.5,3.4,-29.5,3.6,,,17.363,0.18,16.314,0.074,,,,,,,,,,,14.519,0.032,13.838,0.04,13.837,0.053,AAA-222-111-000-0-0,59.2,
251744659,22 54 40.274,+01 33 12.45,0,12.642,,,458-127460,22544027+0133125,,STAR,gri,5.3,2.3,-9.9,1.8,,,13.57,0.01,12.679,0.02,,,13.187,0.031,12.513,0.01,12.409,0.04,,,11.637,0.021,11.354,0.022,11.299,0.023,AAA-222-111-000-0-0,26.6,
251744687,22 57 11.496,+01 33 17.78,0,15.263,,,,22571149+0133177,7717-301-2-0224-0275,EXTENDED,gri,1,2,1,2,,,,,,,18.101,0.037,16.201,0.004,15.301,0.003,14.861,0.003,14.492,0.006,15.125,0.103,14.517,0.086,13.97,0.093,AAA-222-111-000-0-0,62.8,
251744711,22 54 07.026,+01 33 21.87,0,15.014,,,458-127445,22540703+0133219,7717-301-2-0219-0046,STAR,gri,-9.5,3,6.8,3.5,,,16.196,0.11,15.1,0.02,,,15.844,0.05,14.816,0.02,14.658,0.09,,,13.692,0.028,13.255,0.031,13.174,0.035,AAA-222-111-000-0-0,47.2,
251744739,22 55 06.278,+01 33 27.66,0,17.072,,,,22550627+0133276,7717-301-2-0221-0146,EXTENDED,gri,-1,2,2,2,,,,,,,19.908,0.087,18.058,0.009,17.102,0.006,16.65,0.006,16.255,0.013,16.114,0.113,15.678,0.158,15.093,0.153,BCB-222-111-000-0-0,56.1,
251744824,22 57 24.185,+01 33 41.84,0,12.385,,,458-127528,22572417+0133418,,STAR,gri,-12.6,2.2,-8.4,2.5,,,13.399,0.042,12.453,0.01,,,12.978,0.01,12.251,0.04,12.13,0.03,,,11.332,0.024,10.96,0.025,10.898,0.025,AAA-222-111-000-0-0,84.3,
251744978,22 54 38.943,+01 34 13.77,0,15.543,,,458-127458,22543894+0134139,7717-301-2-0220-0168,STAR,JHK,18.4,3.7,-41.5,3.5,,,,,,,,,,,,,,,,,13.247,0.024,12.561,0.025,12.375,0.026,AAA-222-111-000-0-0,11,
251745042,22 54 48.042,+01 34 25.44,0,15.634,,,458-127463,22544803+0134255,,STAR,BV,-8.6,3.2,-11.3,3.5,,,16.522,0.081,15.791,0.06,,,16.349,0.03,,,,,,,14.598,0.038,14.191,0.042,14.098,0.064,AAA-222-111-000-0-0,34,
251745067,22 56 51.935,+01 34 29.86,0,12.177,,,458-127511,22565193+0134297,,STAR,gri,-10.6,2.1,-22.8,2.4,,,13.358,0.03,12.31,0.01,,,12.918,0.031,12.045,0.01,11.86,0.02,,,10.919,0.023,10.437,0.023,10.345,0.02,AAA-222-111-000-0-0,10.1,
251745200,22 56 33.428,+01 34 53.96,0,15.227,,,458-127495,22563342+0134539,7717-301-2-0223-0057,STAR,JHK,-5.8,4,-4,4.2,,,,,,,,,,,,,,,,,13.592,0.026,13.004,0.026,12.929,0.029,AAA-222-111-000-0-0,17.4,
251745246,22 57 43.075,+01 35 03.79,0,15.762,,,458-127536,22574306+0135037,7717-301-2-0225-0090,STAR,gri,-1,4,-9.8,4.1,,,16.747,0.09,15.946,0.07,,,16.429,0.07,15.673,0.08,15.476,0.109,,,14.66,0.04,14.202,0.055,14.096,0.06,AAA-222-111-000-0-0,39.6,
251745317,23 00 24.483,+01 35 16.13,0,14.015,,,458-127615,23002448+0135157,7717-301-2-0230-0027,STAR,gri,48.6,4.1,-44.1,4.7,,,16.536,0.07,14.763,0.042,,,15.748,0.02,14.122,0.03,13.272,0.03,,,11.702,0.036,,,10.864,0.03,AEA-222-111-000-0-0,20.3,
251745396,22 55 33.296,+01 35 30.44,0,16.106,,,458-127479,22553329+0135305,7717-301-2-0222-0119,STAR,JHK,-1.1,4.2,-27.1,4.3,,,,,,,,,,,,,,,,,14.395,0.032,13.813,0.037,13.704,0.051,AAA-222-111-000-0-0,24.3,
251745435,22 54 11.878,+01 35 36.59,0,13.164,,,458-127447,22541187+0135365,,STAR,gri,-16.8,1.8,-18.2,2.2,,,14.614,0.01,13.328,0.01,,,14.07,0.034,13.025,0.05,12.776,0.01,,,11.779,0.025,11.354,0.027,11.184,0.025,AAA-222-111-000-0-0,45.5,
251745458,22 56 47.880,+01 35 40.86,0,19.738,,,,,7717-301-2-0224-0222,STAR,gri,2,3,2,3,,,,,,,20.778,0.069,19.871,0.015,19.693,0.016,19.626,0.02,19.559,0.058,,,,,,,,,
251745495,23 02 37.451,+01 35 49.51,0,14.772,,,458-127683,23023745+0135495,7717-301-2-0234-0006,STAR,gri,0.3,4,0.3,4.4,,,16.017,0.06,14.902,0.044,,,15.687,0.047,14.589,0.05,14.38,0.078,,,13.302,0.027,12.792,0.026,12.692,0.025,AAA-222-111-000-0-0,124.6,
251745497,22 57 55.084,+01 35 50.22,0,15.474,,,458-127549,22575507+0135501,7717-301-2-0226-0048,STAR,gri,-1.3,4,-10.5,4.3,,,16.792,0.06,15.609,0.06,,,16.288,0.01,15.277,0.01,15.125,0.1,,,14.107,0.024,13.637,0.038,13.604,0.039,AAA-222-111-000-0-0,31.8,
251745516,22 57 28.618,+01 35 53.41,0,17.186,,,,22572861+0135534,7717-301-2-0225-0177,STAR,gri,59,3,-13,3,,,,,,,21.974,0.162,19.26,0.011,17.813,0.006,16.297,0.005,15.569,0.006,14.151,0.03,13.499,0.03,13.259,0.038,AAA-222-111-000-0-0,67.6,
251745528,23 01 22.524,+01 35 55.09,0,12.103,,,458-127642,23012252+0135551,,STAR,gri,18.9,1.3,0,1.4,,,13.181,0.03,12.154,0.1,,,12.798,0.04,11.924,0.06,11.805,0.08,,,10.969,0.026,10.58,0.024,10.506,0.023,AAA-222-111-000-0-0,33.9,
251745544,22 54 27.114,+01 35 59.88,0,15.397,,,458-127455,22542711+0135599,7717-301-2-0220-0061,STAR,gri,10,2.9,-7,3.3,,,16.526,0.07,15.552,0.055,,,16.109,0.01,15.256,0.02,15.091,0.16,,,14.194,0.027,13.762,0.034,13.675,0.045,AAA-222-111-000-0-0,83,
251745550,23 00 57.183,+01 36 00.72,0,14.923,,,459-124843,23005718+0136007,7717-301-2-0231-0024,STAR,gri,-15.6,4,-7.2,4.4,,,16.091,0.03,15.036,0.05,,,15.666,0.01,14.763,0.01,14.605,0.05,,,13.587,0.027,13.097,0.024,13.052,0.034,AAA-222-111-000-0-0,25.6,
251745610,23 01 36.019,+01 36 10.49,0,13.706,,,459-124861,23013601+0136104,,STAR,gri,-14.2,7.2,-3.7,2.9,,,15.045,0.02,13.842,0.09,,,14.596,0.04,13.54,0.06,13.324,0.09,,,12.264,0.028,11.738,0.024,11.634,0.024,AAA-222-111-000-0-0,37.6,
251745688,23 01 08.010,+01 36 26.27,0,15.699,,,459-124851,23010800+0136264,7717-301-2-0231-0052,EXTENDED,JHK,10.5,3.9,-24.7,4,,,,,,,,,,,,,,,,,13.769,0.034,13.221,0.03,13.007,0.033,AAA-222-111-000-0-0,53.9,
251745697,22 56 12.438,+01 36 27.71,0,17.346,,,,22561243+0136277,7717-301-2-0223-0124,EXTENDED,gri,-2,3,0,3,,,,,,,20.545,0.101,18.486,0.009,17.371,0.006,16.857,0.006,16.413,0.011,15.718,0.071,14.96,0.081,14.529,0.099,AAA-222-111-000-0-0,41.3,
251745741,22 56 55.863,+01 36 35.03,0,9.02,113315,569-1333-1,459-124733,22565585+0136351,,STAR,gri,177.4,1.24,-18.64,0.9,9.51,0.88,9.42,0.021,8.898,0.017,,,10.195,0.03,8.953,0.04,8.516,0.01,,,7.868,0.023,7.59,0.042,7.555,0.02,AAA-111-111-000-0-0,30.9,
251745808,23 01 32.890,+01 36 50.68,0,12.192,,,459-124860,23013289+0136506,,STAR,gri,22.2,1.7,-16.4,2.2,,,13.535,0.02,12.325,0.08,,,13.048,0.02,12.027,0.06,11.825,0.07,,,10.76,0.03,10.28,0.024,10.173,0.021,AAA-222-111-000-0-0,36.1,
251745849,23 00 46.945,+01 36 59.01,0,15.097,,,459-124837,23004694+0136589,7717-301-2-0230-0080,STAR,gri,-6.6,3.9,-10.3,4.3,,,16.36,0.07,15.23,0.01,,,15.998,0.02,14.891,0.03,14.711,0.02,,,13.553,0.028,13.022,0.023,12.922,0.031,AAA-222-111-000-0-0,30,
251745863,22 56 02.117,+01 37 02.22,0,17.063,,,,22560211+0137022,7717-301-2-0223-0091,EXTENDED,gri,1,2,1,2,,,,,,,20.2,0.078,18.184,0.008,17.071,0.005,16.582,0.005,16.142,0.009,15.495,0.081,14.808,0.074,14.264,0.077,AAA-222-111-000-0-0,19.4,
