EPIC,KepMag,Kmag,Teff,Radius,mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer,float,float,integer,float,float,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201490436,14.487,12.553,5096,0.795,0.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201490640,15.013,13.623,5938,0.71,0.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201490730,14.969,11.898,3581,0.264,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201490978,18.518,15.005,3575,0.247,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201491347,17.452,14.654,3619,0.253,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201491415,18.722,15.466,3857,0.321,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201492388,14.668,12.719,5081,0.722,0.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201492572,12.879,11.197,5284,2.214,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201492812,17.607,15.213,4030,0.391,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201492900,12.918,11.613,6045,1.296,1.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201493565,18.376,14.974,3603,0.235,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201493624,13.498,11.516,4934,5,0.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201493778,14.351,12.292,4905,7.21,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201493877,14.432,11.941,4325,0.564,0.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201493900,16.034,12.562,3348,0.183,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201493910,12.029,10.582,5887,0.99,0.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201494135,13.763,11.455,4564,0.667,0.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201494295,17.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201494393,11.492,9.959,5831,1.204,1.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201494556,17.042,13.629,3496,0.219,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201494588,14.208,12.095,4887,0.757,0.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201494805,14.574,11.509,4013,0.443,0.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201494885,17.273,14.673,3751,0.314,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201495004,10.925,9.766,6385,1.351,1.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201495097,17.211,14.076,3550,0.233,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201495234,17.574,14.935,3680,0.274,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201495284,15.639,13.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201495285,15.443,12.548,3924,0.382,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201495299,13.289,12.022,6122,0.949,0.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201495451,9.716,7.262,4671,11.14,1.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201496835,14.658,12.517,4966,0.764,0.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201496905,16.934,14.059,3518,0.234,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201497354,10.124,9.113,6661,1.917,1.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201497396,10.098,7.333,4284,0.587,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201497447,17.654,14.894,3797,0.288,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201497943,14.377,11.211,3861,0.386,0.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201498010,17.768,14.588,3940,0.372,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201498078,10.451,8.89,5478,0.984,0.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201498183,17.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201498328,14.698,12.776,5196,0.797,0.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201498851,17.488,14.838,3769,0.312,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201499002,14.45,13.01,6143,0.867,0.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201499054,13.239,11.061,4720,8.166,0.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201499237,17.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201499340,12.582,10.939,5405,0.902,0.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201499394,12.02,9.978,4882,0.744,0.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201499417,17.537,14.903,3701,0.271,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201499686,10.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201499874,17.67,14.803,3619,0.245,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201499999,10.063,9.016,6357,1.664,1.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201500170,17.316,14.55,3638,0.264,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201500200,14.341,11.974,4457,0.63,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201500395,10.274,8.926,6197,1.39,1.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201500803,12.904,11.554,6035,1.146,1.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201500906,12.351,11.059,6003,1.244,1.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201501301,14.743,12.588,4715,0.503,0.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201501317,16.682,14.177,3687,0.292,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201501470,12.609,8.512,3609,0.271,0.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201501676,17.665,14.898,3638,0.264,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201502125,17.886,15.083,3639,0.266,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201502141,17.297,13.811,3555,0.241,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201502149,10.619,9.334,6179,1.516,1.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201502769,17.345,14.653,3636,0.255,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201502851,15.719,13.638,5134,0.864,0.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201502940,17.499,14.671,3788,0.294,0.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503329,12.068,10.261,5189,0.83,0.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503558,16.908,14.376,4211,0.506,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503655,14.169,11.613,4250,0.38,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503913,17.625,14.867,3761,0.281,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201504160,14.409,11.276,3740,0.34,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201504380,15.825,13.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201504478,10.231,9.136,6394,1.436,1.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201505158,15.768,13.566,4640,0.639,0.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201505831,16.111,13.556,3658,0.28,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201506639,15.004,11.39,3695,0.305,0.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201506751,16.649,13.274,3411,0.198,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201507294,14.227,12.645,5544,0.757,0.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201507658,17.296,14.002,3869,0.367,0.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201507754,18.174,15.041,3858,0.336,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201507871,11.44,10.212,6209,1.334,1.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201508095,18.057,14.979,3719,0.283,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201508155,18.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201508508,14.44,12.526,5019,0.738,0.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201508891,14.095,12.36,5311,0.765,0.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201508974,16.209,13.71,4343,0.502,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509003,17.684,15.346,4251,0.432,0.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509235,14.35,11.839,4190,0.526,0.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509727,14.855,13.027,5073,0.842,0.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509939,9.484,8.132,5925,1.888,1.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510948,14.78,12.896,5021,3.346,0.897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510954,11.917,10.509,5825,1.036,0.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511009,12.962,11.512,5882,1.055,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511047,14.797,11.73,3607,0.265,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511334,16.297,13.295,3431,0.204,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511351,16.658,13.437,3599,0.249,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511789,14.117,11.485,4074,0.426,0.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201512086,18.148,15.286,3705,0.263,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201512166,17.971,14.53,4057,0.433,0.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201512817,17.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201513152,17.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201513828,16.402,13.824,3848,0.353,0.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201514595,14.579,12.126,4415,0.612,0.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201514958,15.957,14.389,5365,0.581,0.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201515878,13.144,11.165,4922,0.763,0.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201516059,11.043,10.08,6241,1.715,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201516445,11.414,10.178,6219,1.433,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201517956,13.268,10.976,4591,0.683,0.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201518102,12.779,10.725,4944,5.268,0.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201518344,11.833,10.482,5963,1.246,1.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201518381,17.807,14.968,3598,0.25,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201518394,16.765,13.807,3704,0.294,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201519241,14.547,12.624,5002,0.74,0.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201519706,16.087,14.427,4512,0.464,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201519721,11.585,10.356,5998,1.391,1.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201519945,13.427,11.328,4884,0.814,0.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201520070,17.763,14.956,3690,0.269,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201520345,12.988,11.451,5598,0.894,0.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201520568,17.829,15.08,3715,0.276,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201520733,18.065,15.456,3806,0.303,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201521212,18.086,15.223,3738,0.264,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201521234,14.527,11.988,4450,0.614,0.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201521394,16.316,14.194,4498,0.616,0.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201521419,10.238,7.026,3871,41.4,1.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201521456,13.806,11.763,4965,0.673,0.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201521635,18.235,15.113,3902,0.336,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201521768,12.984,11.157,5200,2.449,1.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201521970,17.376,14.645,3612,0.25,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201521992,14.113,12.158,5163,0.799,0.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201522345,11.647,9.942,5362,0.837,0.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201522492,13.047,10.862,4762,0.688,0.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201522585,17.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201522798,13.864,11.384,4521,32.502,0.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201522802,18.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201523526,11.066,9.526,5763,1.285,1.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201523650,17.561,14.638,4018,0.405,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201523832,18.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201524020,17.726,15.104,3831,0.312,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201524308,18.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201524431,17.716,14.771,3627,0.263,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201524510,10.956,9.795,6250,1.568,1.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201524655,17.652,14.906,3761,0.283,0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201524802,17.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201524913,15.021,12.267,3808,0.38,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201524956,17.272,14.542,3683,0.272,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201525487,17.935,14.723,3715,0.29,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201525502,16.307,13.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201525506,11.045,9.024,4833,5.255,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201525724,17.212,14.534,3992,0.386,0.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201525971,16.201,14.184,5328,0.525,0.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201526163,15.399,12.207,3528,0.237,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201526209,17.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201526403,16.456,13.921,3668,0.29,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201526657,16.622,14.745,4432,0.543,0.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201526696,16.53,13.52,3584,0.255,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201526813,16.915,14.199,3805,0.305,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201527058,12.637,10.766,5082,2.478,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201527339,17.321,14.191,3941,0.391,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201527525,17.586,14.114,3925,0.363,0.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201527644,17.518,14.796,3674,0.258,0.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201528083,14.095,12.632,5941,1.148,1.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201528107,9.866,8.888,6594,1.988,1.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201528162,16.214,12.92,3492,0.225,0.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201528241,14.919,12.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201528288,11.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201528372,17.623,15.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201528766,18.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201528824,18.702,15.389,3940,0.356,0.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201529216,9.135,5.674,4110,28.417,1.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201529718,18.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201529751,11.904,10.502,6043,1.369,1.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201529776,18.31,15.063,3651,0.242,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201530082,17.722,14.908,3815,0.315,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201530512,14.376,11.795,3995,0.447,0.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201530871,12.781,11.381,5843,0.931,0.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201530986,12.3,10.811,5868,1.402,1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201531072,16.466,13.6,3669,0.287,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201531128,12.86,11.437,5776,1.033,0.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201531339,11.945,10.6,6004,1.189,1.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201531341,13.644,11.64,5004,0.787,0.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201531600,14.315,11.063,3605,0.266,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201531948,13.224,10.91,4829,3.229,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201532019,12.952,11.523,5857,0.965,0.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201532049,12.368,11.214,6031,1.379,1.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201532394,9.96,8.06,5095,8.97,0.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201532469,14.594,12.041,4449,39.154,0.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201532540,6.458,6.048,9079,4.729,2.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201532746,14.68,12.215,3908,0.414,0.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201533022,18.168,15.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201533293,17.423,13.915,3967,0.426,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201533904,17.512,14.746,3879,0.352,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201534016,14.186,12.097,4856,0.772,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201534208,17.762,14.98,3761,0.3,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201534265,17.481,14.851,3769,0.298,0.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201534464,11.924,10.551,5934,1.304,1.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201534490,18.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201534952,17.828,14.75,3752,0.302,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201534973,16.418,13.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201535046,14.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201535312,17.32,13.88,3547,0.239,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201535357,13.321,11.163,4751,0.683,0.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201535442,13.851,11.295,4113,0.469,0.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201535570,17.801,14.993,3713,0.274,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201535603,17.768,14.251,3949,0.361,0.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201535752,10.406,4.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201535842,12.021,9.51,4323,0.515,0.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201536228,18.258,15.219,3677,0.267,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201536283,14.767,12.836,5160,0.746,0.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201536340,15.654,12.575,3875,0.398,0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201536408,14.406,11.674,4108,0.493,0.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201536858,12.327,10.985,5944,1.177,1.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201536969,18.065,15.308,3697,0.265,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201537060,13.473,11.531,5029,3.914,0.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201537082,12.469,11.223,6116,1.286,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201537266,8.521,5.242,4184,27.162,1.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201537290,12.736,11.294,5836,1.059,1.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201537753,13.305,11.2,5011,0.792,0.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201537768,12.408,10.972,5913,1.202,1.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201538142,14.162,12.206,5136,2.482,0.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201538470,18.233,15.171,3628,0.246,0.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201538819,12.428,10.348,4823,0.719,0.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201539231,11.715,9.286,4272,0.555,0.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201539398,17.869,15.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201539438,18.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201539638,18.131,15.277,3635,0.247,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201539764,11.744,10.107,5681,1.043,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201540028,14.812,12.954,5018,0.714,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201540068,17.3,13.836,3926,0.408,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201540114,18.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201540509,16.31,13.18,3555,0.248,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201540596,17.951,14.811,3631,0.244,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201541160,13.794,11.226,4269,0.446,0.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201541319,15.784,13.231,3725,0.314,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201541533,17.754,14.553,2386,0.104,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201541597,16.266,13.793,3800,0.327,0.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201541633,17.684,14.751,3570,0.247,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201541942,12.978,11.604,5793,1.042,1.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201542238,14.274,12.337,5072,0.717,0.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201542617,11.292,8.789,4520,12.784,0.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201542641,15.894,12.819,4022,0.43,0.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201542794,11.148,10.128,6466,1.562,1.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201543219,18.902,15.2,3883,0.336,0.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201543306,14.103,12.156,5076,0.777,0.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201543603,19.036,15.508,3779,0.283,0.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201543643,11.565,9.962,5351,1.938,0.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201543764,14.017,11.944,4200,0.353,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201543946,12.421,10.721,5356,0.825,0.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201544078,12.296,10.208,4898,0.744,0.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201544130,14.918,13.68,6652,5.038,0.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201544419,16.593,13.242,3697,0.293,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201544546,12.702,11.286,5850,1.218,1.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201544875,18.499,15.344,3859,0.313,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201545447,14.003,11.656,4547,0.607,0.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201545612,18.271,15.313,3716,0.272,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201545760,19.239,15.316,3894,0.317,0.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201546244,16.821,14.431,3949,0.358,0.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201546399,17.797,15.164,3764,0.287,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201546603,14.006,11.48,4372,0.582,0.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201546666,12.752,11.234,5586,0.933,0.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201546740,17.051,14.185,4059,0.437,0.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201547081,18.611,15.137,3771,0.293,0.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201547520,18.489,15.195,3859,0.309,0.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201547784,15.446,12.47,3885,0.382,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
