EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V)
integer,ra,dec,integer,float,integer,string,string,string,string,string,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,integer,float,float,float,float,float,float,float
248759607,10 18 59.098,+09 42 15.87,1,17.867,,,,10185909+0942158,3031-301-6-0232-0173,EXTENDED,gri,-8,3,-2,3,,,,,,,20.765,0.105,18.918,0.011,17.906,0.007,17.416,0.007,17.006,0.016,16.311,0.133,15.515,0.129,14.698,0.119,,,,,,,,
248759659,10 45 59.868,+09 42 21.05,1,17.136,,,,10455986+0942210,3031-301-5-0277-0103,STAR,gri,-36,3,-54,3,,,,,,,20.173,0.043,18.105,0.006,17.134,0.005,16.721,0.005,16.531,0.008,15.355,0.054,14.737,0.075,14.597,0.102,4329,5.006,-1.404,0.303,0.344,12.17,441.4,0.025
248759672,10 36 32.730,+09 42 21.86,1,18.727,,,,10363273+0942218,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,16.232,0.103,15.659,0.129,15.282,0.182,3805,4.94,-0.278,0.319,0.339,9.836,619,0.033
248759697,10 36 10.392,+09 42 24.24,1,16.817,,,,10361039+0942242,6160-301-5-0016-0142,EXTENDED,gri,0,2,1,2,,,,,,,19.422,0.038,17.663,0.006,16.838,0.005,16.455,0.005,16.154,0.008,15.382,0.061,14.605,0.073,14.233,0.093,,,,,,,,
248759728,10 35 39.256,+09 42 26.44,1,17.836,,,,10353925+0942264,6160-301-5-0015-0086,EXTENDED,gri,2,2,2,2,,,,,,,19.498,0.037,18.39,0.008,17.918,0.008,17.598,0.008,17.459,0.019,16.382,0.134,,,,,,,,,,,,
248759741,10 20 15.170,+09 42 27.45,1,17.199,,,,10201516+0942274,3031-301-6-0234-0206,STAR,gri,-94,4,43,4,,,,,,,21.803,0.166,19.226,0.011,17.671,0.006,16.33,0.004,15.587,0.006,14.172,0.029,13.589,0.036,13.359,0.038,3368,5.147,-0.159,0.175,0.157,28.84,109.8,0.019
248759767,10 40 16.184,+09 42 29.07,1,12.756,,,499-055153,10401618+0942291,,STAR,gri,-11.4,1.2,-32.5,1.4,,,13.526,0.02,12.913,0.02,,,13.156,0.03,12.748,0.05,12.585,0.08,,,11.663,0.024,11.421,0.027,11.346,0.023,6101,4.31,-0.345,1.173,0.989,0.611,474.1,0.038
248759780,11 00 42.320,+09 42 30.07,1,18.306,,,,11004232+0942300,,STAR,JHK,10,9,6,2,,,,,,,,,,,,,,,,,15.834,0.107,15.337,0.135,14.896,0.145,3986,4.855,-0.26,0.381,0.418,6.263,631.7,0.031
248759799,10 54 56.332,+09 42 31.53,1,12.252,,,499-055463,10545633+0942316,,STAR,gri,16.5,1.4,-19.8,1.1,,,12.906,0.03,12.394,0.01,,,12.567,0.02,12.265,0.03,12.117,0.01,,,11.261,0.022,10.997,0.022,10.921,0.021,6059,4.314,-0.212,1.149,1.03,0.648,394.8,0.031
248759808,10 28 46.474,+09 42 32.51,1,18.022,,,,10284647+0942325,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.485,0.157,15.592,0.152,14.939,0.147,3679,4.99,-0.21,0.266,0.285,13.15,570.1,0.032
248759824,10 40 19.934,+09 42 33.71,1,17.602,,,,10401993+0942337,3031-301-5-0267-0232,STAR,gri,82,3,-76,3,,,,,,,22.274,0.196,19.857,0.016,18.287,0.008,16.636,0.005,15.767,0.006,14.233,0.035,13.822,0.041,13.46,0.038,3268,5.144,-0.018,0.17,0.148,29.74,106.9,0.018
248759829,10 21 57.420,+09 42 34.07,1,10.137,,837-934-1,499-054768,10215742+0942340,,STAR,gri,-22.5,1.5,0.3,1.4,,,10.845,0.067,10.204,0.049,,,10.561,0.01,10.062,0.06,9.955,0.02,,,9.171,0.022,8.899,0.046,8.812,0.021,5908,4.023,0.009,1.574,1.168,0.242,206.7,0.028
248759832,10 20 04.723,+09 42 34.64,1,18.555,,,,10200472+0942346,3031-301-6-0234-0247,EXTENDED,gri,-13,3,-4,3,,,,,,,21.67,0.215,19.833,0.02,18.54,0.01,18.007,0.01,17.713,0.025,16.574,0.144,15.972,0.194,15.21,0.16,,,,,,,,
248759839,10 53 03.242,+09 42 35.81,1,18.13,,,,,6160-301-4-0044-0065,EXTENDED,gri,2,3,-1,3,,,,,,,20.734,0.114,19.019,0.013,18.186,0.01,17.749,0.009,17.431,0.024,,,,,,,,,,,,,,
248759849,10 16 35.201,+09 42 36.89,1,17.078,,,,10163520+0942368,3518-301-6-0091-0137,EXTENDED,gri,2,3,2,3,,,,,,,20.628,0.165,18.422,0.012,17.027,0.006,16.502,0.006,16.144,0.015,15.938,0.124,15.298,0.134,14.503,0.121,,,,,,,,
248759855,10 48 07.957,+09 42 37.24,1,15.514,,,,,3031-301-5-0280-0117,EXTENDED,gri,,,,,,,,,,,17.041,0.013,15.912,0.003,15.551,0.003,15.343,0.004,15.218,0.009,,,,,,,,,,,,,,
248759856,10 16 53.143,+09 42 37.41,1,18.08,,,,10165314+0942374,3518-301-6-0092-0148,EXTENDED,gri,-1,3,-6,3,,,,,,,21.044,0.156,19.342,0.017,18.031,0.009,17.539,0.01,17.153,0.023,16.439,0.156,15.791,0.202,15.046,0.175,,,,,,,,
248759867,10 16 15.673,+09 42 38.01,1,9.996,,837-326-1,499-054606,10161567+0942381,,STAR,gri,-38.1,1.8,6.7,1.7,,,10.759,0.06,10.076,0.044,,,10.465,0.03,9.896,0.04,9.795,0.04,,,8.959,0.022,8.651,0.046,8.572,0.022,5693,4.404,0.033,1.062,1.052,0.85,121.2,0.026
248759882,10 47 26.625,+09 42 39.48,1,16.429,,,,10472662+0942394,3031-301-5-0279-0123,EXTENDED,gri,7,3,-2,3,,,,,,,18.582,0.034,17.214,0.006,16.501,0.005,16.092,0.005,15.82,0.011,16.386,0.185,15.621,0.207,,,,,,,,,,
248759906,10 36 29.834,+09 42 41.30,1,12.673,,,499-055082,10362983+0942413,,STAR,gri,25.5,1.5,-12.1,1.9,,,13.411,0.01,12.824,0.02,,,13.065,0.01,12.68,0.03,12.506,0.03,,,11.624,0.024,11.331,0.023,11.229,0.021,6024,4.302,-0.364,1.106,0.954,0.681,446.9,0.034
248760021,10 28 46.404,+09 42 51.84,1,17.657,,,,10284640+0942518,3031-301-6-0248-0189,EXTENDED,gri,-8,3,-6,3,,,,,,,20.619,0.105,18.693,0.01,17.672,0.007,17.213,0.007,16.841,0.015,16.037,0.102,15.585,0.165,15.151,0.167,,,,,,,,
248760029,10 27 57.913,+09 42 52.59,1,18.545,,,,,3031-301-6-0247-0276,EXTENDED,gri,-5,3,4,3,,,,,,,20.676,0.093,19.477,0.016,18.545,0.011,18.146,0.011,17.824,0.026,,,,,,,,,,,,,,
248760033,10 56 23.241,+09 42 52.83,1,18.187,,,,10562324+0942528,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.634,0.202,15.742,0.174,15.286,0.213,3831,4.964,-0.26,0.308,0.338,9.404,704.3,0.033
248760036,10 31 25.719,+09 42 53.07,1,16.991,,,,10312571+0942530,3518-301-5-0115-0127,STAR,gri,-72,3,9,3,,,,,,,21.333,0.092,18.925,0.009,17.493,0.005,16.162,0.004,15.453,0.005,14.012,0.03,13.409,0.026,13.224,0.038,3626,5.02,-0.146,0.255,0.259,14.65,162.1,0.024
248760043,10 28 03.533,+09 42 53.51,1,17.037,,,,10280353+0942535,3031-301-6-0247-0232,EXTENDED,gri,2,3,1,3,,,,,,,19.902,0.078,18.088,0.009,17.048,0.006,16.587,0.006,16.206,0.012,15.718,0.11,15.109,0.122,14.717,0.141,,,,,,,,
248760070,10 28 55.179,+09 42 55.86,1,17.271,,,,,3031-301-6-0249-0098,EXTENDED,gri,0,3,0,3,,,,,,,19.449,0.056,17.972,0.008,17.34,0.007,16.97,0.007,16.718,0.018,,,,,,,,,,,,,,
248760071,10 32 06.976,+09 42 55.87,1,18.943,,,,,3518-301-5-0116-0099,STAR,gri,2,3,4,3,,,,,,,19.248,0.022,19.126,0.01,18.882,0.01,18.946,0.015,18.965,0.047,,,,,,,,,,,,,,
248760088,10 22 28.176,+09 42 57.21,1,11.826,,,499-054782,10222817+0942572,,STAR,gri,0.4,1.3,-9,2,,,13.141,0.04,12.116,0.03,,,12.573,0.05,11.797,0.05,11.505,0.02,,,10.326,0.022,9.838,0.022,9.701,0.019,4908,2.825,-0.447,5.957,1.011,0.003,991.5,0.035
248760113,10 29 48.122,+09 42 58.83,1,14.406,,,499-054937,10294812+0942586,,STAR,gri,35.7,8.6,-1.9,8.3,,,16.473,0.03,15.061,0.01,,,15.883,0.04,14.514,0.03,13.774,0.06,,,12.115,0.022,11.5,0.025,11.298,0.023,3728,4.942,-0.015,0.337,0.366,9.265,94.44,0.018
248760118,10 17 27.214,+09 42 59.03,1,12.804,,,499-054639,10172720+0942591,,STAR,gri,9.4,5.4,2.3,2.4,,,14.055,0.05,13.114,0.05,,,13.519,0.05,12.788,0.05,12.498,0.1,,,11.228,0.023,10.681,0.022,10.55,0.02,4850,2.548,-0.694,7.723,0.918,0.001,2083,0.034
248760122,10 20 38.731,+09 42 59.64,1,18.818,,,,,3031-301-6-0235-0097,STAR,gri,2,3,2,3,,,,,,,19.246,0.026,18.941,0.009,18.777,0.01,18.448,0.01,18.297,0.027,,,,,,,,,,,,,,
248760132,10 23 07.334,+09 43 00.65,1,12.71,,,499-054794,10230733+0943007,,STAR,gri,-13.8,1.3,-0.8,1.8,,,13.393,0.03,12.855,0.03,,,13.04,0.04,12.703,0.06,12.568,0.02,,,11.713,0.023,11.408,0.023,11.362,0.021,6049,4.197,-0.29,1.271,1.019,0.443,549.8,0.03
248760143,10 32 56.664,+09 43 01.37,1,17.558,,,,10325666+0943013,3518-301-5-0118-0103,STAR,gri,21,4,-50,4,,,,,,,21.534,0.106,19.084,0.01,17.68,0.006,16.904,0.005,16.477,0.008,15.279,0.06,14.689,0.067,14.472,0.094,3694,4.996,-0.146,0.287,0.303,12.36,323.8,0.033
248760168,10 59 10.940,+09 43 04.31,1,17.395,,,,10591093+0943043,6160-301-4-0054-0138,EXTENDED,gri,3,3,0,3,,,,,,,20.218,0.11,18.43,0.012,17.413,0.008,16.952,0.007,16.607,0.019,16.544,0.158,,,14.714,0.139,,,,,,,,
248760174,10 20 43.699,+09 43 04.58,1,16.933,,,499-054729,10204371+0943046,,STAR,JHK,-3.1,6.2,2.1,6.1,,,,,,,,,,,,,,,,,15.059,0.036,14.62,0.058,14.314,0.085,5017,4.566,-0.341,0.662,0.743,1.937,1125,0.032
248760186,10 59 41.924,+09 43 05.42,1,15.134,,,499-055574,10594190+0943054,6160-301-4-0054-0225,STAR,gri,23.7,3.2,-47.1,3.5,,,17.702,0.23,16.024,0.13,,,16.96,0.07,15.448,0.06,14.352,0.05,,,12.494,0.024,11.91,0.026,11.712,0.026,3490,5.03,0.044,0.238,0.223,16.25,70.92,0.013
248760188,10 16 36.883,+09 43 05.53,1,18.162,,,,10163688+0943055,3518-301-6-0091-0194,EXTENDED,gri,-5,3,3,3,,,,,,,21.609,0.257,19.532,0.019,18.137,0.01,17.575,0.01,17.163,0.024,16.508,0.165,15.84,0.17,15.017,0.169,,,,,,,,
248760190,10 46 29.372,+09 43 05.60,1,10.497,,846-777-1,499-055291,10462937+0943058,,STAR,gri,36.7,2,-39.5,2,,,11.779,0.139,10.803,0.077,,,11.142,0.03,10.531,0.04,10.221,0.05,,,9.149,0.022,8.663,0.033,8.606,0.023,5135,3.291,-0.772,3.185,0.9,0.022,351.1,0.031
248760191,10 28 38.054,+09 43 05.61,1,16.852,,,,10283805+0943056,3031-301-6-0248-0153,EXTENDED,gri,,,,,,,,,,,20.088,0.091,17.873,0.008,16.873,0.005,16.415,0.005,16.067,0.011,15.786,0.142,15.002,0.122,14.577,0.119,,,,,,,,
248760198,10 18 25.116,+09 43 06.11,1,17.884,,,,10182511+0943061,3518-301-6-0094-0168,EXTENDED,gri,-7,3,0,3,,,,,,,20.726,0.097,18.903,0.011,17.853,0.007,17.448,0.008,17.13,0.019,16.406,0.148,15.524,0.128,15.066,0.145,,,,,,,,
248760210,10 52 36.980,+09 43 07.33,1,14.723,,,499-055415,10523697+0943073,,STAR,gri,16.1,2.6,-7.6,2.9,,,15.799,0.04,14.985,0.02,,,15.345,0.03,14.706,0.07,14.457,0.05,,,13.43,0.027,13.024,0.022,12.918,0.031,5323,4.547,-0.241,0.806,0.841,1.532,653.5,0.033
248760242,10 28 38.321,+09 43 10.09,1,17.624,,,,10283832+0943100,3031-301-6-0248-0152,EXTENDED,gri,12,3,15,3,,,,,,,20.437,0.078,18.601,0.009,17.639,0.006,17.205,0.006,16.864,0.013,15.884,0.118,15.41,0.124,14.748,0.125,,,,,,,,
248760262,10 58 18.476,+09 43 11.88,1,15.816,,,499-055536,10581849+0943121,6160-301-4-0052-0132,STAR,gri,-25,5.9,32.1,5.7,,,16.309,0.05,15.83,0.05,,,16.033,0.05,15.744,0.06,15.71,0.04,,,14.74,0.042,14.428,0.048,14.327,0.082,5806,3.619,-2.023,2.285,0.802,0.066,3574,0.036
248760277,10 46 02.744,+09 43 13.43,1,18.099,,,,10460274+0943134,3031-301-5-0277-0117,EXTENDED,gri,-1,3,4,3,,,,,,,21.035,0.138,19.059,0.014,18.103,0.009,17.688,0.009,17.398,0.021,16.648,0.19,15.793,0.172,,,,,,,,,,
248760284,10 23 57.379,+09 43 14.06,1,14.779,,,499-054807,10235737+0943140,3031-301-6-0240-0076,STAR,gri,-22,10,-70,9,,,17.049,0.098,15.746,0.059,,,16.534,0.11,15.205,0.08,14.027,0.02,,,12.222,0.022,11.649,0.029,11.431,0.021,3411,5.077,0.09,0.212,0.194,20.53,52.21,0.01
248760285,10 19 26.091,+09 43 14.12,1,9.424,50543,837-16-1,499-054687,10192608+0943141,,STAR,gri,-36.33,1.65,-60.5,1,4.87,1.51,10.68,0.062,9.559,0.032,,,10.364,0.04,9.281,0.05,9.021,0.03,,,7.854,0.024,7.4,0.042,7.235,0.021,4649,2.572,0.09,10.826,1.41,0.001,205.3,0.035
248760301,10 59 10.351,+09 43 15.87,1,17.329,,,,10591035+0943158,6160-301-4-0054-0137,EXTENDED,gri,1,3,6,3,,,,,,,19.74,0.072,18.254,0.009,17.389,0.006,16.932,0.006,16.607,0.016,16.096,0.119,15.653,0.198,15.06,0.171,,,,,,,,
248760309,10 22 39.867,+09 43 16.33,1,17.794,,,,10223986+0943163,3031-301-6-0238-0218,STAR,gri,-30,4,-60,4,,,,,,,22.461,0.268,19.842,0.015,18.44,0.008,16.917,0.005,16.084,0.007,14.586,0.039,14.089,0.044,13.759,0.043,3615,5.014,-0.069,0.268,0.273,13.88,212.3,0.026
248760338,10 18 13.720,+09 43 18.53,1,16.787,,,,10181372+0943185,3518-301-6-0094-0145,EXTENDED,gri,4,2,7,2,,,,,,,19.166,0.042,17.592,0.006,16.843,0.005,16.442,0.006,16.138,0.013,16.352,0.175,15.245,0.172,14.593,0.138,,,,,,,,
248760348,10 24 16.339,+09 43 19.42,1,14.817,,,499-054815,10241634+0943194,3031-301-6-0241-0067,STAR,gri,-20,4,-38,1,,,16.866,0.01,15.522,0.06,,,16.306,0.08,14.93,0.03,14.178,0.03,,,12.602,0.026,11.905,0.022,11.741,0.024,3872,4.854,0.126,0.426,0.483,6.017,153.5,0.027
248760358,10 21 57.448,+09 43 20.60,1,12.911,,,499-054769,10215744+0943205,,STAR,gri,-43,1.9,-7,5.1,,,13.803,0.04,13.112,0.03,,,13.375,0.05,12.917,0.06,12.713,0.02,,,11.724,0.022,11.338,0.023,11.264,0.019,5626,3.888,-0.233,1.911,1.037,0.152,719.5,0.035
248760366,10 53 02.612,+09 43 21.28,1,15.641,,,,10530261+0943212,3031-301-5-0288-0187,EXTENDED,gri,5,3,4,3,,,,,,,18.717,0.034,16.65,0.004,15.658,0.003,15.208,0.003,14.853,0.005,14.604,0.076,13.98,0.09,13.471,0.066,,,,,,,,
248760367,10 24 12.729,+09 43 21.33,1,12.283,,838-6-1,499-054814,10241271+0943214,,STAR,gri,-24.4,2.9,-19.2,2.9,,,13.469,0.631,11.509,0.191,,,12.811,0.04,12.276,0.05,12.056,0.01,,,11.092,0.026,10.689,0.022,10.622,0.023,5459,4.501,-0.281,0.879,0.878,1.274,250.2,0.03
248760369,10 55 24.321,+09 43 21.41,1,14.259,,,499-055473,10552432+0943214,6160-301-4-0047-0065,STAR,gri,4,1,-58,2,,,16.118,0.06,14.834,0.02,,,15.554,0.04,14.291,0.03,13.704,0.05,,,12.215,0.024,11.539,0.022,11.394,0.025,4008,4.808,0.009,0.475,0.533,4.943,144.4,0.024
248760372,10 45 51.425,+09 43 21.59,1,16.931,,,,10455142+0943215,,EXTENDED,J,-206,2,182,10,,,,,,,,,,,,,,,,,15.474,0.174,14.695,0.21,14.184,0.164,,,,,,,,
248760374,10 17 23.347,+09 43 21.89,1,16.783,,,,10172334+0943218,3518-301-6-0092-0119,EXTENDED,gri,4,2,0,2,,,,,,,18.87,0.038,17.406,0.006,16.84,0.006,16.516,0.006,16.31,0.017,16.222,0.174,,,15.13,0.19,,,,,,,,
248760401,10 56 32.323,+09 43 23.93,1,14.958,,,499-055498,10563232+0943239,6160-301-4-0049-0267,STAR,JHK,-94,8,-147,8,,,,,,,,,,,,,,,,,13.045,0.023,12.527,0.025,12.288,0.026,3418,5.103,-0.082,0.196,0.173,23.51,75.77,0.015
248760403,10 30 56.150,+09 43 24.23,1,16.51,,,,10305614+0943242,3518-301-5-0115-0077,EXTENDED,gri,6,3,-1,3,,,,,,,19.263,0.03,17.417,0.005,16.526,0.004,16.121,0.004,15.832,0.007,14.997,0.057,14.293,0.058,14.009,0.07,,,,,,,,
248760433,10 28 47.316,+09 43 26.29,1,17.412,,,,10284731+0943262,3031-301-6-0248-0196,EXTENDED,gri,0,3,-1,3,,,,,,,20.02,0.075,18.398,0.01,17.429,0.007,16.989,0.007,16.673,0.015,16.01,0.099,15.528,0.142,15.003,0.156,,,,,,,,
248760450,10 55 47.753,+09 43 27.76,1,15.015,,,,10554775+0943277,6160-301-4-0048-0199,EXTENDED,gri,26,1,18,3,,,,,,,17.895,0.024,15.992,0.003,15.068,0.003,14.596,0.003,14.225,0.005,14.318,0.096,13.577,0.124,13.158,0.092,,,,,,,,
248760460,10 25 31.703,+09 43 28.41,1,17.656,,,,10253170+0943284,3031-301-6-0243-0091,EXTENDED,gri,4,3,0,3,,,,,,,20.71,0.144,18.688,0.012,17.721,0.008,17.214,0.008,16.81,0.017,16.566,0.155,15.701,0.182,15.211,0.186,,,,,,,,
248760462,10 36 17.113,+09 43 28.65,1,16.913,,,,10361711+0943286,6160-301-5-0016-0160,STAR,gri,-60,3,-16,3,,,,,,,21.043,0.078,18.528,0.008,17.188,0.005,16.221,0.005,15.717,0.006,14.46,0.033,13.817,0.033,13.615,0.047,3563,4.997,0.049,0.275,0.276,13.19,205.5,0.024
248760479,10 30 16.015,+09 43 30.77,1,18.546,,,,,3518-301-5-0113-0174,EXTENDED,gri,-5,3,4,3,,,,,,,21.425,0.143,19.693,0.019,18.529,0.011,18.054,0.012,17.734,0.028,,,,,,,,,,,,,,
248760481,10 17 27.901,+09 43 30.93,1,12.757,,,499-054640,10172789+0943310,,STAR,gri,6.5,12,2,1.7,,,13.524,0.04,12.909,0.04,,,13.121,0.05,12.741,0.06,12.6,0.08,,,11.716,0.024,11.419,0.029,11.32,0.019,5867,4.245,0.075,1.236,1.077,0.519,520.7,0.031
248760533,11 00 24.519,+09 43 35.99,1,17.93,,,,11002451+0943359,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.401,0.145,15.478,0.151,14.968,0.173,3833,4.964,-0.26,0.302,0.339,9.634,613.7,0.033
248760536,10 19 35.782,+09 43 36.08,1,17.972,,,,10193578+0943360,3518-301-6-0096-0254,STAR,gri,-15,3,-79,3,,,,,,,22.182,0.208,20.122,0.019,18.612,0.009,17.05,0.005,16.231,0.008,14.737,0.048,14.201,0.041,13.908,0.061,3449,5.113,-0.144,0.19,0.172,24.56,151,0.027
248760544,10 23 43.667,+09 43 36.54,1,17.637,,,,,3031-301-6-0240-0047,STAR,gri,-5,3,13,3,,,,,,,16.947,0.008,17.255,0.004,17.764,0.006,18.094,0.008,18.445,0.029,,,,,,,,,,,,,,
248760566,10 23 05.173,+09 43 38.15,1,16.079,,,,10230517+0943381,3031-301-6-0239-0083,EXTENDED,gri,-1,3,3,3,,,,,,,18.567,0.024,16.87,0.004,16.098,0.003,15.74,0.003,15.469,0.006,14.924,0.069,14.247,0.076,13.938,0.066,,,,,,,,
248760595,10 28 13.711,+09 43 41.16,1,16.951,,,,,3031-301-6-0248-0207,EXTENDED,gri,-2,3,5,3,,,,,,,19.19,0.062,17.668,0.009,17.022,0.008,16.644,0.007,16.412,0.022,,,,,,,,,,,,,,
248760599,10 44 36.630,+09 43 41.26,1,16.102,,,,10443663+0943412,3031-301-5-0274-0190,EXTENDED,gri,-8,3,2,3,,,,,,,18.477,0.042,16.892,0.006,16.135,0.005,15.764,0.005,15.518,0.012,16.392,0.189,15.489,0.184,15.111,0.197,,,,,,,,
248760624,10 24 10.035,+09 43 43.31,1,11.761,,838-1086-1,499-054813,10241005+0943432,,STAR,gri,-28.5,2.8,-13.9,2.7,,,12.392,0.253,11.977,0.235,,,12.08,0.04,11.755,0.07,11.624,0.04,,,10.854,0.028,10.538,0.023,10.524,0.026,6023,4.258,-0.261,1.21,0.998,0.531,351.4,0.03
248760630,10 20 08.275,+09 43 43.70,1,18.143,,,,10200827+0943437,3031-301-6-0234-0250,EXTENDED,gri,8,3,-3,3,,,,,,,22.123,0.432,19.474,0.019,18.107,0.01,17.572,0.009,17.266,0.022,16.356,0.133,15.917,0.203,14.947,0.152,,,,,,,,
248760639,10 57 58.402,+09 43 44.24,1,17.997,,,,10575840+0943442,6160-301-4-0052-0256,EXTENDED,gri,-4,3,-5,3,,,,,,,21.408,0.206,19.277,0.015,18.028,0.009,17.449,0.007,17.003,0.018,16.069,0.12,15.126,0.104,14.661,0.141,,,,,,,,
248760666,10 24 50.915,+09 43 46.33,1,17.74,,,,,3031-301-6-0242-0055,STAR,gri,3,3,0,3,,,,,,,17.939,0.012,17.774,0.005,17.729,0.006,17.853,0.007,17.785,0.018,,,,,,,,,,,,,,
248760762,10 48 57.339,+09 43 53.60,1,17.351,,,,10485733+0943536,3031-301-5-0282-0004,EXTENDED,gri,3,3,5,3,,,,,,,19.924,0.066,18.342,0.01,17.4,0.007,16.926,0.006,16.636,0.013,16.223,0.105,15.495,0.132,14.783,0.133,,,,,,,,
248760779,10 57 03.270,+09 43 54.77,1,17.46,,,,,6160-301-4-0050-0190,EXTENDED,gri,,,,,,,,,,,19.23,0.044,18.083,0.008,17.563,0.007,17.193,0.007,16.997,0.022,,,,,,,,,,,,,,
248760797,10 16 30.676,+09 43 56.52,1,17.99,,,,10163067+0943565,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.456,0.158,15.53,0.146,14.968,0.143,3721,4.99,-0.21,0.288,0.306,11.19,607.8,0.032
248760804,10 57 53.126,+09 43 57.04,1,17.374,,,,10575312+0943570,,STAR,J,12,2,2,5,,,,,,,,,,,,,,,,,15.887,0.109,15.142,0.117,14.668,0.145,3951,4.876,-0.178,0.388,0.436,7.052,657.3,0.033
248760844,10 53 56.224,+09 44 00.39,1,17.934,,,,10535622+0944003,6160-301-4-0045-0021,EXTENDED,gri,-6,3,7,3,,,,,,,21.846,0.215,19.138,0.011,17.9,0.007,17.418,0.006,17.036,0.014,15.931,0.124,15.224,0.124,14.448,0.117,,,,,,,,
248760849,10 33 00.689,+09 44 00.63,1,13.889,,,499-055008,10330067+0944004,,STAR,gri,-4.1,2.1,-2.2,2.3,,,15.004,0.02,14.154,0.01,,,14.538,0.01,13.895,0.03,13.611,0.05,,,12.521,0.026,12.06,0.029,11.929,0.024,5052,3.487,-0.477,2.958,0.957,0.036,1443,0.035
248760850,10 30 35.964,+09 44 00.67,1,18.682,,,,,3518-301-5-0114-0034,STAR,gri,55,4,-12,4,,,,,,,19.148,0.021,18.708,0.008,18.674,0.009,18.72,0.013,18.869,0.045,,,,,,,,,,,,,,
248760878,10 28 24.296,+09 44 02.66,1,16.167,,,,10282429+0944026,3031-301-6-0248-0012,EXTENDED,gri,0,3,1,3,,,,,,,19.071,0.048,17.169,0.006,16.183,0.004,15.737,0.004,15.375,0.008,15.275,0.083,14.586,0.127,14.117,0.099,,,,,,,,
248760903,10 22 26.312,+09 44 04.33,1,12.575,,,499-054781,10222630+0944043,,STAR,gri,-4.9,2.2,-6,1.6,,,13.316,0.04,12.732,0.04,,,12.941,0.05,12.568,0.06,12.418,0.02,,,11.559,0.024,11.243,0.023,11.191,0.023,5884,4.387,-0.133,1.04,1,0.831,400.8,0.031
248760907,10 46 04.525,+09 44 04.70,1,16.578,,,,10460452+0944047,3031-301-5-0277-0126,STAR,gri,-123,3,-112,3,,,,,,,20.143,0.042,17.76,0.005,16.57,0.004,16.071,0.004,15.814,0.006,14.665,0.045,14.112,0.041,13.988,0.072,4055,5.056,-1.072,0.237,0.242,17.29,203.4,0.026
248760913,11 00 42.741,+09 44 05.15,1,14.052,,,499-055600,11004274+0944051,,STAR,gri,-16.7,3,-53.7,3.9,,,14.718,0.04,14.194,0.03,,,14.376,0.03,14.043,0.03,13.913,0.15,,,12.955,0.024,12.687,0.022,12.647,0.031,6086,4.407,-1.049,0.923,0.796,0.974,691.3,0.028
248760921,10 46 47.389,+09 44 05.76,1,13.842,,,499-055299,10464738+0944057,,STAR,gri,8.3,3.7,2.5,4.3,,,15.137,0.02,14.202,0.02,,,14.626,0.03,13.879,0.02,13.506,0.05,,,12.351,0.023,11.799,0.026,11.661,0.021,4907,3.684,0.018,2.445,1.092,0.07,1085,0.03
248760941,10 48 05.623,+09 44 07.43,1,16.241,,,,10480562+0944074,3031-301-5-0280-0109,EXTENDED,gri,2,3,2,3,,,,,,,19.056,0.043,17.183,0.006,16.273,0.004,15.837,0.004,15.533,0.008,15.653,0.103,14.768,0.106,14.463,0.111,,,,,,,,
248760946,10 46 53.997,+09 44 07.77,1,11.916,,846-638-1,499-055303,10465399+0944078,,STAR,gri,-25.4,2.9,0.4,3,,,12.757,0.31,11.827,0.191,,,12.622,0.03,11.929,0.04,11.613,0.04,,,10.468,0.022,10.01,0.027,9.896,0.019,5044,3.316,-0.614,3.399,0.93,0.019,680.7,0.032
248760949,10 47 58.388,+09 44 07.99,1,14.278,,,499-055326,10475840+0944079,,STAR,gri,-17.3,3.7,-7.7,4.2,,,15.288,0.07,14.535,0.02,,,14.849,0.05,14.341,0.05,14.034,0.06,,,13.066,0.024,12.627,0.025,12.524,0.032,5354,4.523,-0.628,0.829,0.835,1.41,571.8,0.032
248760999,10 23 04.463,+09 44 11.82,1,16.539,,,,10230446+0944118,3031-301-6-0239-0076,EXTENDED,gri,0,3,-2,3,,,,,,,19.282,0.038,17.421,0.005,16.575,0.004,16.161,0.004,15.85,0.008,15.139,0.067,14.563,0.077,14.122,0.094,,,,,,,,
