,Unnamed: 0,Unnamed: 0.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V)
9044,9044,9044,211890967,08 17 28.440,+18 35 37.83,1,13.718,,,543-046763,08172843+1835377,,STAR,gri,rpm,-4.5,2.7,2.8,3.0,,,14.607,0.02,13.865,0.04,,,14.202,0.01,13.673,0.03,13.51,0.04,,,12.535,0.02,12.153,0.028,12.065,0.021,5606.0,98.0,131.0,4.4110000000000005,0.108,0.6659999999999999,-0.231,0.25,0.35,1.016,1.31,0.16,0.957,0.115,0.08199999999999999,0.931,0.369,0.841,588.6,682.6,111.5,0.03,0.011,0.006999999999999999
9045,9045,9045,211891009,08 48 05.506,+18 35 39.44,1,13.322,,,543-048222,08480550+1835393,,STAR,gri,lam,-9.5,5.9,-2.0,6.3,,,14.054,0.03,13.457,0.02,,,13.689,0.03,13.282,0.03,13.164,0.04,,,12.344,0.026,12.055,0.031,11.999,0.021,5940.0,116.0,139.0,4.2010000000000005,0.18,0.15,-0.108,0.12,0.12,1.329,0.302,0.29,1.046,0.111,0.07,0.417,0.381,0.174,719.9,200.7,157.0,0.033,0.01,0.006999999999999999
9046,9046,9046,211891040,08 42 05.097,+18 35 41.12,1,16.615,,,,08420509+1835411,5061-301-4-0112-0093,STAR,gri,rpm,2.0,3.0,-1.0,3.0,,,,,,,16.93,0.008,16.819000000000006,0.004,16.547,0.005,16.512,0.006,16.555999999999994,0.009000000000000001,15.704,0.062,15.185,0.081,14.545,0.079,3628.0,240.0,171.0,4.995,0.08,0.112,-0.057,0.15,0.21,0.268,0.107,0.066,0.277,0.147,0.092,12.99,7.835,5.617000000000001,357.8,182.3,103.9,0.03,0.01,0.008
9047,9047,9047,211891062,08 17 48.500,+18 35 42.18,1,13.825,,,543-046780,08174849+1835422,,STAR,gri,rpm,-2.0,2.7,0.6,3.0,,,14.544,0.04,13.962,0.03,,,14.188,0.01,13.827,0.04,13.669,0.07,,,12.799,0.023,12.496,0.023,12.405,0.023,6083.0,145.0,121.0,4.186,0.16,0.192,-0.314,0.25,0.3,1.305,0.373,0.247,1.024,0.139,0.115,0.396,0.308,0.197,907.5,278.9,181.6,0.034,0.011,0.008
9048,9048,9048,211891099,08 24 03.686,+18 35 43.95,1,14.523,,,543-047127,08240368+1835439,,STAR,gri,rpm,-10.0,4.2,-39.7,4.8,,,16.41,0.09,15.095,0.07,,,15.818,0.04,14.527,0.03,13.967,0.04,,,12.559,0.021,11.912,0.022,11.782,0.021,4013.0,47.0,47.0,4.83,0.042,0.03,-0.049,0.12,0.18,0.453,0.037000000000000005,0.041,0.507,0.042,0.05,5.395,1.061,0.75,164.6,15.05,13.79,0.021,0.008,0.005
9049,9049,9049,211891107,08 26 35.726,+18 35 44.40,1,13.065,,,543-047252,08263572+1835444,,STAR,gri,rpm,4.7,1.9,-8.1,2.4,,,13.671,0.03,13.175,0.03,,,13.35,0.03,13.044,0.01,12.943,0.03,,,12.136,0.02,11.851,0.022,11.83,0.017,6261.0,98.0,122.0,4.15,0.175,0.21,-0.401,0.25,0.3,1.36,0.493,0.239,1.022,0.163,0.135,0.327,0.282,0.19,731.4,272.6,131.4,0.032,0.008,0.008
9050,9050,9050,211891128,08 36 52.394,+18 35 45.57,1,18.046,,,,08365239+1835455,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.507,0.115,15.88,0.151,15.175999999999998,0.103,3642.0,405.0,289.0,5.002,0.115,0.161,-0.161,0.2,0.28,0.261,0.159,0.085,0.267,0.185,0.116,13.15,12.49,7.25,541.4,478.0,221.9,0.032,0.011,0.008
9051,9051,9051,211891199,08 24 30.938,+18 35 49.29,1,13.794,,,,08243093+1835492,5045-301-4-0101-0094,EXTENDED,gri,,10.0,3.0,6.0,3.0,,,,,,,15.921,0.009000000000000001,14.477,0.002,13.831,0.002,13.501,0.002,13.229,0.004,14.799,0.105,14.013,0.111,13.651,0.092,,,,,,,,,,,,,,,,,,,,,,,,
9052,9052,9052,211891215,08 56 08.162,+18 35 49.91,1,13.164,,,543-048537,08560816+1835498,,STAR,gri,lam,-3.3,1.4,-4.1,1.6,,,13.862,0.05,13.312,0.01,,,13.535,0.01,13.177,0.042,13.005,0.06,,,12.103,0.02,11.762,0.021,11.713,0.02,5871.0,138.0,173.0,4.426,0.07,0.084,-0.422,0.15,0.12,0.944,0.11,0.099,0.893,0.058,0.058,1.018,0.293,0.267,462.4,63.64,66.29,0.031,0.01,0.006999999999999999
9053,9053,9053,211891252,08 51 21.599,+18 35 51.88,1,13.146,,,543-048367,08512159+1835519,,STAR,gri,lam,-1.0,1.4,-6.5,1.7,,,13.932,0.02,13.29,0.03,,,13.55,0.02,13.107,0.05,12.973,0.06,,,12.122,0.023,11.826,0.022,11.765,0.022,5833.0,140.0,140.0,4.409,0.055,0.066,-0.044,0.12,0.12,1.025,0.107,0.08199999999999999,1.027,0.063,0.063,0.884,0.203,0.195,509.2,55.59,50.12,0.031,0.011,0.006999999999999999
9054,9054,9054,211891258,08 19 24.940,+18 35 52.17,1,13.488,,,543-046868,08192494+1835521,,STAR,gri,rpm,4.6,2.2,-14.0,2.7,,,14.56,0.04,13.713,0.04,,,14.099,0.02,13.454,0.03,13.227,0.05,,,12.182,0.02,11.816,0.026,11.708,0.021,5387.0,86.0,107.0,4.534,0.04,0.056,-0.061,0.18,0.21,0.8540000000000001,0.084,0.077,0.908,0.063,0.063,1.4240000000000002,0.28800000000000003,0.282,391.2,50.57,37.69,0.031,0.011,0.006999999999999999
9055,9055,9055,211891305,08 39 16.764,+18 35 54.57,1,12.117,,,543-047865,08391675+1835545,,STAR,gri,rpm,30.2,1.2,-53.5,0.8,,,13.306,0.04,12.383,0.02,,,12.811,0.01,12.075,0.03,11.82,0.01,,,10.752,0.022,10.326,0.022,10.217,0.021,5084.0,80.0,60.0,4.549,0.035,0.847,-0.155,0.28,0.16,0.8190000000000001,1.445,0.08199999999999999,0.893,0.099,0.118,1.508,0.399,1.4280000000000002,223.0,226.2,71.88,0.025,0.006999999999999999,0.008
9056,9056,9056,211891321,08 45 36.859,+18 35 55.33,1,16.039,,,,08453685+1835553,5061-301-3-0117-0259,STAR,gri,rpm,-35.0,2.0,-15.0,2.0,,,,,,,20.677,0.054000000000000006,18.033,0.006,16.609,0.005,15.185,0.005,14.431,0.005,12.987,0.023,12.323,0.024,12.062,0.021,3562.0,71.0,35.0,4.999,0.04,0.02,0.069,0.15,0.21,0.281,0.016,0.034,0.29100000000000004,0.015,0.046,12.96,3.281,1.003,109.3,3.279,16.48,0.022,0.006,0.008
9057,9057,9057,211891359,08 44 36.140,+18 35 57.14,1,13.800999999999998,,,543-048096,08443613+1835570,,STAR,gri,rpm,-34.2,2.5,-12.0,2.4,,,15.905,0.06,14.518,0.04,,,15.283,0.05,13.941,0.02,13.165,0.02,,,11.515,0.022,10.816,0.022,10.655,0.018000000000000002,3806.0,45.0,38.0,4.892,0.02,0.022,0.113,0.05,0.05,0.392,0.027000000000000003,0.008,0.439,0.03,0.009000000000000001,7.257999999999999,0.435,0.8190000000000001,80.55,20.39,2.416,0.015,0.001,0.002
9058,9058,9058,211891361,08 51 46.006,+18 35 57.25,1,17.274,,,,08514600+1835572,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.075,0.041,14.609000000000002,0.04,14.233,0.06,3444.0,184.0,221.0,5.065,0.075,0.075,-0.031,0.15,0.21,0.205,0.071,0.045,0.2,0.08900000000000001,0.055,18.77,9.968,6.511,195.6,76.28,54.88,0.024,0.008,0.006999999999999999
9059,9059,9059,211891454,08 33 15.477,+18 36 02.25,1,16.029,,,544-046249,08331546+1836022,,STAR,gri,rpm,4.2,2.9,-5.8,3.2,,,16.414,0.38,16.063,0.41,,,16.2,0.42,15.972,0.23,15.914,0.57,,,15.323,0.043,14.92,0.068,15.025,0.118,5600.0,390.0,390.0,4.516,0.08,0.224,-0.488,0.3,0.42,0.831,0.301,0.109,0.8220000000000001,0.079,0.079,1.411,0.537,0.8009999999999999,1674.0,797.3,325.7,0.033,0.011,0.006999999999999999
9060,9060,9060,211891521,08 18 59.987,+18 36 06.01,1,11.682,,1382-765-1,544-045592,08185999+1836059,,STAR,gri,plx,-24.2,2.4,-31.1,2.6,,,13.165,0.375,12.836,0.298,,,12.029000000000002,0.02,11.67,0.04,11.533,0.06,,,10.732,0.021,10.473,0.02,10.374,0.017,6134.0,123.0,123.0,4.343,0.065,0.065,-0.228,0.2,0.32,1.119,0.107,0.08199999999999999,1.051,0.102,0.14300000000000002,0.7140000000000001,0.16399999999999998,0.157,280.9,31.73,31.73,0.029,0.01,0.006
9061,9061,9061,211891679,08 18 14.755,+18 36 14.41,1,11.962,,,544-045549,08181475+1836143,,STAR,gri,rpm,4.9,1.4,1.5,1.4,,,12.789,0.03,12.112,0.02,,,12.396,0.02,11.923,0.04,11.776,0.04,,,10.862,0.02,10.548,0.02,10.49,0.017,5885.0,140.0,140.0,4.04,0.407,0.185,-0.035,0.15,0.24,1.607,0.4370000000000001,0.613,1.104,0.166,0.075,0.225,0.682,0.106,430.6,135.8,152.9,0.034,0.013,0.011
9062,9062,9062,211891709,08 48 06.987,+18 36 15.92,1,9.629,,1396-895-1,544-046879,08480698+1836160,,STAR,gri,rpm,-13.5,1.0,-21.7,1.0,,,10.002,0.027000000000000003,9.579,0.024,,,10.192,0.12,9.712,0.18,9.388,0.03,,,8.762,0.021,8.657,0.029,8.618,0.024,6980.0,338.0,282.0,4.129,0.105,0.252,0.018000000000000002,0.12,0.1,1.706,0.726,0.254,1.54,0.203,0.145,0.262,0.135,0.157,218.3,80.29,31.65,0.024,0.008,0.006999999999999999
9063,9063,9063,211891727,08 12 42.889,+18 36 16.97,1,11.843,,1381-31-1,544-045222,08124287+1836170,,STAR,gri,plx,8.2,2.0,-0.5,2.2,,,12.323,0.262,11.906,0.25,,,12.053,0.03,11.772,0.02,11.691,0.02,,,10.878,0.02,10.656,0.017,10.594,0.019,6445.0,102.0,102.0,4.0760000000000005,0.132,0.132,-0.093,0.12,0.21,1.669,0.373,0.258,1.315,0.121,0.146,0.236,0.16899999999999998,0.085,555.7,112.8,112.8,0.032,0.011,0.006
9064,9064,9064,211891739,08 28 03.730,+18 36 17.75,1,9.929,,1383-251-1,544-046004,08280373+1836178,,STAR,gri,rpm,8.1,1.0,-20.5,1.0,,,10.351,0.038,9.922,0.036000000000000004,,,10.254,0.19,9.887,0.06,9.789,0.03,,,9.225,0.022,9.078,0.019,9.013,0.018000000000000002,6709.0,239.0,199.0,4.109,0.165,0.264,0.009000000000000001,0.12,0.1,1.739,0.747,0.348,1.471,0.179,0.149,0.259,0.206,0.158,264.5,115.0,53.44,0.027000000000000003,0.01,0.006999999999999999
9065,9065,9065,211891774,08 47 48.861,+18 36 19.58,1,16.912,,,,08474886+1836195,5071-301-2-0118-0243,STAR,gri,rpm,-38.0,3.0,-14.0,3.0,,,,,,,21.661,0.13,19.064,0.01,17.566,0.006,15.989,0.005,15.105,0.005,13.634,0.031,12.998,0.033,12.771,0.028,3442.0,174.0,109.0,5.087,0.028,0.042,-0.076,0.2,0.24,0.212,0.021,0.024,0.195,0.035,0.029,20.68,4.414,3.16,103.1,14.95,17.03,0.015,0.006,0.002
9066,9066,9066,211891781,08 37 44.616,+18 36 20.11,1,14.416,,,544-046450,08374460+1836201,,STAR,gri,rpm,-43.5,3.7,28.9,4.1,,,16.3,0.04,14.947,0.02,,,15.684,0.02,14.372,0.04,13.873,0.02,,,12.459,0.024,11.808,0.034,11.645,0.02,4019.0,64.0,64.0,4.839,0.048,0.03,-0.092,0.1,0.26,0.439,0.043,0.046,0.495,0.044,0.053,5.6610000000000005,1.32,0.931,157.1,15.95,14.48,0.021,0.006999999999999999,0.006999999999999999
9067,9067,9067,211891798,08 47 47.002,+18 36 21.00,1,13.906,,,544-046864,08474699+1836210,,STAR,gri,lam,-9.2,2.3,-2.4,2.4,,,14.451,0.04,13.949000000000002,0.02,,,14.125,0.03,13.833,0.02,13.75,0.02,,,12.98,0.025,12.63,0.032,12.64,0.029,6063.0,96.0,120.0,4.043,0.14,0.1,-0.5589999999999999,0.15,0.15,1.486,0.212,0.22,0.943,0.083,0.059,0.258,0.174,0.079,1127.0,155.1,161.6,0.032,0.011,0.006999999999999999
9068,9068,9068,211891803,08 37 33.167,+18 36 21.37,1,15.195,,,544-046442,08373316+1836214,5037-301-1-0108-0149,STAR,gri,rpm,-6.0,3.7,-14.5,4.0,,,16.417,0.05,15.462,0.02,,,15.863,0.03,15.177,0.03,14.909,0.1,,,13.866,0.027000000000000003,13.390999999999998,0.04,13.279000000000002,0.02,5134.0,121.0,121.0,4.585,0.04,0.048,-0.28600000000000003,0.25,0.35,0.748,0.07200000000000001,0.078,0.79,0.079,0.094,1.868,0.378,0.37,707.5,107.1,78.4,0.034,0.011,0.01
9069,9069,9069,211891808,08 36 46.964,+18 36 21.59,1,13.435,,,544-046405,08364696+1836216,,STAR,gri,rpm,-3.4,1.9,-4.5,2.2,,,13.979,0.04,13.514,0.02,,,13.685,0.03,13.380999999999998,0.03,13.329,0.01,,,12.547,0.021,12.333,0.023,12.258,0.02,6401.0,130.0,104.0,4.177,0.12,0.168,-0.14800000000000002,0.15,0.24,1.485,0.327,0.268,1.215,0.112,0.134,0.344,0.23,0.138,958.3,199.2,164.9,0.033,0.011,0.006999999999999999
9070,9070,9070,211891820,08 36 15.921,+18 36 22.41,1,15.01,,,544-046388,08361592+1836224,,STAR,gri,rpm,5.9,3.8,-30.7,4.1,,,16.048,0.07,15.239,0.04,,,15.597,0.03,15.02,0.04,14.759,0.02,,,13.852,0.033,13.519,0.034,13.365,0.03,5414.0,149.0,106.0,4.586,0.055,0.066,-0.653,0.35,0.42,0.7140000000000001,0.101,0.075,0.731,0.087,0.062,1.868,0.5379999999999999,0.418,708.4,118.5,101.5,0.035,0.011,0.008
9071,9071,9071,211891828,08 45 46.787,+18 36 22.75,1,13.501,,,544-046790,08454679+1836227,,STAR,gri,lam,-1.6,2.1,0.8,2.2,,,14.163,0.04,13.627,0.01,,,13.807,0.04,13.475,0.02,13.37,0.07,,,12.607,0.023,12.323,0.025,12.237,0.026,6041.0,120.0,120.0,4.285,0.1,0.14,-0.098,0.12,0.12,1.193,0.232,0.142,1.075,0.09,0.075,0.5760000000000001,0.238,0.221,757.1,144.0,102.2,0.034,0.01,0.008
9072,9072,9072,211891872,08 40 39.596,+18 36 25.07,1,13.52,,,544-046599,08403959+1836252,,STAR,gri,lam,-6.3,2.0,-5.8,2.3,,,14.367,0.03,13.699000000000002,0.02,,,13.955,0.02,13.493,0.03,13.333,0.03,,,12.49,0.02,12.168,0.027000000000000003,12.101,0.023,5736.0,139.0,139.0,4.337,0.105,0.189,0.11,0.1,0.12,1.123,0.28800000000000003,0.149,1.041,0.078,0.065,0.665,0.319,0.337,652.2,178.4,103.4,0.034,0.01,0.008
9073,9073,9073,211891876,08 48 42.775,+18 36 25.28,1,11.883,,1396-1462-1,544-046903,08484277+1836252,,STAR,gri,lam,27.4,1.4,-13.1,1.5,,,12.091,0.154,11.656,0.145,,,12.147,0.03,11.844,0.02,11.77,0.03,,,10.99,0.022,10.752,0.028,10.671,0.02,6106.0,149.0,124.0,4.269,0.1,0.16,-0.245,0.15,0.15,1.217,0.29,0.152,1.055,0.114,0.097,0.542,0.224,0.23,374.8,87.36,52.09,0.03,0.012,0.008
9074,9074,9074,211891898,08 54 39.281,+18 36 26.63,1,10.691,,1397-1911-1,544-047138,08543928+1836266,,STAR,gri,plx,-8.1,1.3,-5.2,1.3,,,11.212,0.086,10.867,0.092,,,10.988,0.03,10.687,0.04,10.563,0.04,,,9.953,0.023,9.745,0.024,9.686,0.018000000000000002,6350.0,155.0,129.0,4.275,0.065,0.091,-0.112,0.16,0.28,1.285,0.154,0.116,1.195,0.085,0.153,0.531,0.138,0.146,228.8,33.88,33.88,0.026,0.008,0.006999999999999999
9075,9075,9075,211891916,08 17 46.946,+18 36 27.49,1,12.829,,,544-045518,08174694+1836274,,STAR,gri,rpm,-2.2,1.8,0.5,2.3,,,13.29,0.04,12.849,0.02,,,12.999,0.01,12.772,0.04,12.696,0.05,,,11.958,0.02,11.76,0.022,11.704,0.025,6561.0,104.0,78.0,4.132,0.126,0.147,-0.161,0.16,0.28,1.567,0.313,0.261,1.304,0.1,0.133,0.31,0.165,0.124,813.7,132.7,140.0,0.027000000000000003,0.009000000000000001,0.009000000000000001
9076,9076,9076,211891930,08 57 04.675,+18 36 28.54,1,18.741,,,,,5112-301-4-0166-0186,STAR,gri,,3.0,3.0,3.0,3.0,,,,,,,19.173,0.024,18.748,0.008,18.738,0.01,18.694000000000006,0.012,18.589,0.037000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9077,9077,9077,211891957,08 19 24.319,+18 36 29.58,1,13.509,,,544-045609,08192432+1836294,,STAR,gri,rpm,-4.6,2.4,10.4,2.8,,,14.285,0.05,13.664,0.04,,,13.901,0.03,13.496,0.03,13.342,0.06,,,12.456,0.021,12.155,0.026,12.078,0.02,6022.0,120.0,120.0,4.259,0.14,0.252,-0.258,0.2,0.28,1.228,0.397,0.233,1.022,0.102,0.122,0.493,0.4,0.29100000000000004,723.8,225.1,127.3,0.033,0.011,0.006999999999999999
9078,9078,9078,211891961,08 40 17.070,+18 36 29.82,1,17.505,,,,08401707+1836298,5071-301-4-0107-0265,STAR,gri,rpm,-35.0,3.0,-9.0,3.0,,,,,,,21.618,0.125,19.625,0.013,18.147,0.006999999999999999,16.597,0.005,15.704,0.006,14.245,0.028,13.649,0.038,13.348,0.036000000000000004,3467.0,124.0,145.0,5.081,0.04,0.04,-0.046,0.15,0.15,0.209,0.034,0.029,0.193,0.043,0.036000000000000004,20.44,5.292000000000002,4.935,136.2,22.8,25.4,0.022,0.006,0.006
9079,9079,9079,211892026,08 39 16.362,+18 36 33.36,1,14.833,,,544-046527,08391636+1836334,5037-301-1-0111-0054,EXTENDED,gri,,-47.6,3.9,-113.8,4.3,,,17.288,0.19,15.913,0.01,,,16.628,0.03,15.311,0.07,14.064,0.05,,,12.126,0.022,11.563,0.026,11.33,0.023,,,,,,,,,,,,,,,,,,,,,,,,
9080,9080,9080,211892049,08 54 35.398,+18 36 34.36,1,13.931,,,544-047134,08543539+1836343,,STAR,gri,rpm,-7.2,1.7,4.3,2.1,,,14.451,0.04,13.984000000000002,0.03,,,14.126,0.02,13.866,0.05,13.744000000000002,0.04,,,12.973,0.023,12.689,0.024,12.640999999999998,0.023,6261.0,126.0,126.0,4.181,0.14400000000000002,0.12,-0.526,0.3,0.42,1.307,0.232,0.197,0.993,0.16,0.133,0.405,0.261,0.13699999999999998,999.1,180.2,152.6,0.032,0.008,0.006999999999999999
9081,9081,9081,211892050,08 31 28.470,+18 36 34.36,1,15.258,,,,08312847+1836343,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.198,0.025,12.667,0.022,12.397,0.019,3455.0,132.0,212.0,5.08,0.07,0.07,-0.021,0.15,0.18,0.207,0.058,0.045,0.19,0.07400000000000001,0.046,20.47,10.51,6.9460000000000015,78.61,25.5,19.25,0.012,0.006,0.005
9082,9082,9082,211892055,08 54 39.197,+18 36 34.53,1,12.639,,,544-047137,08543919+1836345,,STAR,JHK,rpm,-14.8,3.1,14.3,3.1,,,,,,,,,,,,,,,,,11.361,0.029,10.993,0.034,10.89,0.057,5618.0,331.0,275.0,4.418,0.114,0.608,-0.126,0.2,0.32,0.986,1.041,0.14300000000000002,0.963,0.12,0.1,0.938,0.521,0.8270000000000001,338.3,299.8,73.26,0.03,0.011,0.008
9083,9083,9083,211892118,08 13 58.060,+18 36 37.29,1,13.143,,,544-045307,08135805+1836372,,STAR,gri,rpm,-2.1,1.6,3.7,1.9,,,13.799,0.05,13.257,0.02,,,13.474,0.02,13.119000000000002,0.01,13.001,0.03,,,12.152,0.022,11.923,0.024,11.852,0.02,6245.0,99.0,99.0,4.1160000000000005,0.205,0.205,-0.151,0.15,0.24,1.485,0.528,0.332,1.176,0.187,0.155,0.293,0.319,0.153,775.6,308.9,165.2,0.034,0.014,0.009000000000000001
9084,9084,9084,211892130,08 32 12.801,+18 36 38.27,1,12.555,,,544-046181,08321280+1836382,,STAR,gri,rpm,1.7,1.3,-7.3,1.4,,,13.429,0.05,12.774,0.02,,,13.025,0.02,12.569,0.01,12.354,0.05,,,11.433,0.022,11.064,0.021,10.969,0.018000000000000002,5599.0,200.0,66.0,2.541,1.54,0.02,-1.2009999999999998,0.96,0.12,8.283999999999999,0.166,6.8039999999999985,0.877,0.254,0.018000000000000002,0.002,0.298,9.19e-05,2564.0,76.91,2025.0,0.035,0.002,0.008
9085,9085,9085,211892141,08 19 30.982,+18 36 39.23,1,10.664,,1382-731-1,544-045615,08193098+1836392,,STAR,gri,plx,13.1,1.5,-40.0,1.6,,,11.626,0.087,10.972,0.076,,,11.279000000000002,0.02,10.656,0.04,10.401,0.04,,,9.353,0.021,8.966000000000003,0.024,8.827,0.02,5307.0,107.0,107.0,3.739,0.065,0.104,-0.277,0.25,0.4,2.363,0.266,0.153,1.135,0.141,0.197,0.08199999999999999,0.022,0.024,297.7,27.92,27.92,0.028,0.01,0.006
9086,9086,9086,211892151,08 36 51.729,+18 36 39.84,1,12.149,,,544-046408,08365173+1836399,,STAR,gri,rpm,4.6,1.1,-16.1,0.7,,,12.975,0.03,12.308,0.02,,,12.573,0.02,12.143,0.01,11.968,0.02,,,11.065,0.022,10.816,0.027000000000000003,10.715,0.02,5972.0,120.0,96.0,4.227,0.185,0.259,-0.066,0.12,0.21,1.277,0.4920000000000001,0.304,1.109,0.08900000000000001,0.124,0.461,0.48,0.29100000000000004,415.2,166.4,118.8,0.032,0.015,0.005
9087,9087,9087,211892153,08 38 21.662,+18 36 39.93,1,12.757,,,544-046478,08382166+1836400,,STAR,gri,rpm,-28.8,1.8,-7.7,2.6,,,14.483,0.06,13.24,0.02,,,13.907,0.01,12.706,0.01,12.264,0.03,,,10.956,0.026,10.32,0.03,10.184,0.022,4158.0,41.0,41.0,4.784,0.05,0.025,-0.058,0.08,0.36,0.515,0.016,0.066,0.586,0.012,0.085,4.301,1.176,0.397,101.5,12.92,27.16,0.017,0.002,0.002
9088,9088,9088,211892168,08 50 48.031,+18 36 40.46,1,13.103,,,544-047007,08504801+1836404,,STAR,gri,lam,-2.6,1.5,7.1,1.7,,,13.824000000000002,0.02,13.243,0.01,,,13.474,0.02,13.082,0.03,12.944,0.03,,,12.117,0.022,11.783,0.021,11.720999999999998,0.017,5915.0,117.0,140.0,4.141,0.246,0.205,-0.245,0.12,0.15,1.3430000000000002,0.371,0.341,0.99,0.099,0.071,0.382,0.407,0.197,678.5,162.0,175.8,0.034,0.01,0.008
9089,9089,9089,211892173,08 37 36.809,+18 36 40.67,1,18.926,,,,08373680+1836406,5037-301-1-0108-0365,STAR,gri,rpm,-28.0,14.0,-26.0,14.0,,,,,,,24.112,0.5720000000000001,21.373,0.04,19.798,0.017,17.878,0.008,16.840999999999998,0.01,15.091,0.042,14.508,0.048,14.133,0.052000000000000005,3323.0,180.0,128.0,5.1389999999999985,0.025,0.035,-0.066,0.16,0.24,0.173,0.02,0.011,0.154,0.023,0.013,28.23,3.812,4.587,156.5,25.69,18.62,0.022,0.01,0.006
9090,9090,9090,211892240,08 48 22.527,+18 36 44.70,1,15.418,,,544-046891,08482253+1836448,,STAR,JHK,rpm,-36.6,5.5,-6.9,5.4,,,,,,,,,,,,,,,,,13.173,0.026,12.582,0.031,12.317,0.024,3636.0,140.0,112.0,4.985,0.04,0.056,-0.008,0.15,0.15,0.29100000000000004,0.047,0.04,0.304,0.063,0.063,11.81,3.229,2.9730000000000003,124.5,29.51,23.86,0.017,0.004,0.005
9091,9091,9091,211892246,08 49 07.202,+18 36 45.32,1,13.556,,,544-046925,08490719+1836453,,STAR,gri,lam,-0.3,2.1,-22.1,2.2,,,14.278,0.02,13.677,0.02,,,13.922,0.02,13.505999999999998,0.04,13.399,0.04,,,12.536,0.024,12.199000000000002,0.03,12.144,0.023,5868.0,140.0,140.0,4.434,0.055,0.08800000000000001,-0.33,0.12,0.15,0.959,0.127,0.094,0.904,0.07,0.07,1.034,0.268,0.285,563.2,92.44,66.99,0.032,0.01,0.006999999999999999
9092,9092,9092,211892276,08 30 01.849,+18 36 46.86,1,19.915,,,,,5037-301-3-0098-0177,STAR,gri,,-4.0,5.0,1.0,5.0,,,,,,,20.036,0.036000000000000004,19.734,0.013,19.976,0.018000000000000002,20.165,0.028,20.403,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9093,9093,9093,211892343,08 38 53.950,+18 36 50.15,1,14.354,,,544-046506,08385396+1836502,,STAR,gri,rpm,-0.2,2.1,0.6,2.0,,,15.363,0.04,14.548,0.03,,,14.893,0.01,14.316,0.03,14.123,0.04,,,13.083,0.022,12.662,0.026,12.588,0.023,5431.0,105.0,169.0,3.823,0.73,1.022,-0.43,0.35,0.63,1.633,3.19,0.971,0.922,0.142,0.064,0.106,1.3090000000000002,0.103,1153.0,2224.0,682.0,0.033,0.012,0.006999999999999999
9094,9094,9094,211892372,08 12 15.821,+18 36 51.58,1,13.416,,,544-045182,08121583+1836515,,STAR,gri,rpm,7.7,1.9,-0.1,2.2,,,14.32,0.04,13.58,0.03,,,13.901,0.03,13.380999999999998,0.01,13.207,0.03,,,12.242,0.022,11.884,0.019,11.825,0.019,5636.0,111.0,111.0,4.396,0.115,0.621,-0.18600000000000005,0.2,0.24,1.025,1.188,0.188,0.987,0.15,0.125,0.871,0.525,0.7709999999999999,531.6,551.3,131.7,0.032,0.011,0.008
9095,9095,9095,211892379,08 52 45.378,+18 36 52.02,1,17.368,,,,08524537+1836520,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.759,0.064,15.215,0.085,15.106,0.116,4180.0,780.0,557.0,4.788,0.21,0.175,-0.292,0.25,0.4,0.473,0.198,0.203,0.515,0.193,0.232,4.266,8.095,2.271,838.0,645.4,461.3,0.032,0.011,0.008
9096,9096,9096,211892382,08 16 58.243,+18 36 52.35,1,12.29,,,544-045481,08165824+1836524,,STAR,gri,rpm,-9.9,3.0,9.3,2.4,,,13.004,0.04,12.432,0.02,,,12.652,0.01,12.272,0.03,12.135,0.03,,,11.238,0.021,10.95,0.024,10.879,0.019,6099.0,120.0,120.0,4.138,0.19,0.19,-0.315,0.3,0.25,1.426,0.341,0.369,1.072,0.122,0.146,0.338,0.395,0.161,480.2,117.4,110.9,0.031,0.01,0.006
9097,9097,9097,211892404,08 17 21.885,+18 36 53.19,1,12.236,,,544-045497,08172188+1836532,,STAR,gri,rpm,3.0,1.7,-21.1,2.2,,,13.058,0.04,12.37,0.03,,,12.674,0.02,12.182,0.02,12.049,0.04,,,11.147,0.021,10.805,0.022,10.708,0.017,5756.0,93.0,93.0,4.4030000000000005,0.078,0.5589999999999999,-0.142,0.16,0.28,1.021,0.93,0.099,1.0,0.092,0.111,0.889,0.267,0.765,325.1,273.6,42.73,0.031,0.01,0.008
